id,students,teachers,level,geoid
270944005483,45,3,MH,271450113023
270948000391,22,2,P,270614810001
270948000394,414,36,PE,270614810003
270948002785,302,22,EM,270614810002
270948002786,320,23,H,270614810003
270951000011,63,6,P,270030513022
270951000395,664,38,M,270030513053
270951000396,1092,57,H,270030513022
270951000398,512,31,PE,270030513022
270951000400,372,23,PE,270030512032
270951000402,540,32,PE,270030513053
270951004971,8,1,H,270030513022
270951005164,3,1,M,270030513053
270951005165,10,1,H,270030513022
270951005331,17,2,MH,270030513022
270954000403,55,7,PEM,270159606001
270954000404,60,5,MH,270159606001
270969000409,156,11,MH,270170706004
270969000410,149,14,PEM,270170706004
270972000412,547,36,MH,271190206002
270972000414,435,36,EM,271190206003
270972000416,128,9,PE,271190206001
270972003493,25,2,P,271190206001
270975000291,542,44,PEM,270359507003
270975000417,469,27,MH,270359507005
271006000426,428,28,PE,271711013003
271006000427,326,20,PE,270935601003
271006000428,566,37,H,271711013001
271006002267,647,41,EM,271711013001
271006002658,133,2,H,271711013002
271009000429,288,23,PEM,270731803003
271009000430,261,16,MH,270731803003
271014000433,443,30,MH,270614803004
271014000434,424,44,PE,270614803004
271014004672,6,1,E,270614803004
271014005105,12,1,H,270614803004
271017000436,710,42,PE,271711010003
271017000437,529,30,EM,271711010003
271017000438,1209,60,MH,271711010003
271023000442,865,48,H,270054506002
271023000443,596,39,M,270054505001
271023000445,573,39,PE,270054506002
271023002268,579,46,PE,270054505001
271023003062,62,5,H,270054505003
271023004362,84,6,P,270054506002
271023005337,11,1,H,270054505001
271026000447,606,40,PE,270270301021
271026000448,506,31,EM,270270301021
271026000642,449,27,H,270270301043
271101000452,337,17,H,271090020004
271101000453,492,33,PE,271090020004
271101004345,269,15,M,271090020004
271104000459,452,31,E,271370007003
271104000460,940,47,H,271370158004
271104000461,1494,53,H,271370007002
271104000466,402,24,PE,271370004001
271104000471,254,13,E,271370105002
271104000472,575,38,E,271370002002
271104000475,276,26,E,271370004003
271104000476,320,33,PE,271370030001
271104000479,341,42,PE,271370016002
271104000482,426,42,PE,271370023004
271104000485,239,22,PE,271370038003
271104000489,989,35,M,271370157001
271104001562,78,10,EMH,271370158001
271104001574,47,8,EMH,271370004004
271104001577,23,4,EMH,271370006004
271104001589,26,4,EMH,271370003001
271104001600,20,2,EMH,271370019001
271104002237,88,2,MH,271370019001
271104002555,200,13,P,270530085004
271104002788,524,34,M,271370037002
271104004328,15,1,H,271370019002
271104004777,83,5,H,271370019001
271104005225,328,14,E,271370004003
271104005459,128,3,H,271370019001
271104005460,286,4,MH,271370019001
271108500157,400,26,PEM,271159503001
271108500189,323,20,MH,271159503001
271108500222,54,1,MH,271159504002
271113000494,444,16,M,271190203002
271113000495,433,31,E,271190203002
271113000496,541,23,H,271190201001
271113000497,471,31,PE,271190201001
271119000501,403,26,EM,271450111001
271119000502,458,28,MH,270935605004
271119002657,57,5,PE,270935602005
271122000503,225,12,PE,271174605002
271122000504,209,18,MH,271174605002
271125000505,723,47,E,270530238015
271125000506,577,43,E,270530240031
271125000507,606,47,E,270530237004
271125000508,612,43,E,270530239012
271125000510,2720,133,H,270530239012
271125000686,987,66,M,270530238015
271125000709,657,38,E,270530238015
271125000725,124,11,PE,270530238015
271125002035,973,63,M,270530239012
271125002269,564,39,E,270530235021
271125005367,27,6,E,270530235021
271125012698,38,9,MH,270530235021
271137000030,542,31,E,271410305041
271137000517,512,11,M,271410305034
271137000518,1637,51,H,271410305034
271137000520,530,29,E,271410305024
271137000521,627,35,E,270530269093
271137000522,522,28,E,271410301014
271137001635,557,33,E,271410305024
271137002038,657,16,M,271410305041
271137002238,107,8,H,271410305034
271137002557,563,31,E,271711001001
271137002844,979,20,EM,270530269092
271137003360,531,19,M,271410301014
271137003361,707,22,H,271410301014
271137003534,664,43,E,270530269092
271137003689,705,36,E,271410305022
271137004141,543,28,E,271410301012
271137004142,20,2,EMH,271410305034
271137004161,1740,47,H,270530269092
271137004181,339,21,P,271410305032
271137004608,30,3,H,271410305024
271137004861,75,14,H,271410305024
271137004932,675,39,E,271711001005
271137005158,5,1,M,271410305032
271137005253,815,21,EM,271711001005
271137005466,32,3,E,271410305024
271137005467,31,2,M,271410305024
271146000525,68,10,PEM,271051053003
271146000526,62,8,MH,271051053003
271152000529,225,18,PE,271370153004
271152000530,168,12,H,271370153004
271152004645,149,7,M,271370153004
271167000541,857,58,E,270530262071
271167000542,658,43,E,270530274003
271167000543,739,59,E,270530275013
271167000544,879,61,E,270530263024
271167000545,1279,80,M,270530262012
271167000546,3508,188,H,270530262072
271167000548,904,63,EM,270530275032
271167000549,906,63,E,270530262071
271167000738,91,18,P,270530274003
271167002194,1274,82,M,270190905021
271167005003,76,4,MH,270530262071
271167005057,31,4,H,270530222001
271167005368,46,6,E,270530262071
271176000557,717,49,M,271310708004
271176000558,981,59,H,271310708003
271176000561,458,33,PE,271310708003
271176000562,445,38,E,271310709011
271176001497,120,6,H,271310707002
271176001498,80,23,P,271310707002
271176002675,425,32,PE,271310707001
271176004988,18,2,P,271310709012
271176005424,18,2,EM,271310708004
271176005425,50,4,H,271310708004
271182000568,2201,109,H,270370609021
271182000569,565,37,PE,270370609043
271182000570,721,49,M,270370609042
271182002205,523,35,PE,270370609072
271182002642,639,40,PE,270370608182
271182002983,878,53,M,270370609042
271182003183,627,48,PE,270370609021
271182004376,645,44,PE,270370609042
271188000571,281,15,E,271119610002
271188000574,369,23,E,271119611001
271188000578,685,54,H,271119611002
271188000581,242,16,PE,271119609003
271188001021,102,6,EMH,271119609006
271188003645,242,23,H,271119611002
271188004944,769,33,EM,271119611002
271188005408,101,7,M,271119611002
271188005409,147,10,E,271119611002
271191000582,260,19,PEM,271190208002
271191000583,244,14,MH,271190208002
271218000586,92,9,MH,271190205001
271218000587,140,10,PEM,271190205001
271221000588,89,10,PEM,271370112002
271221000589,74,6,MH,271370112002
271224000590,569,40,PE,270090201003
271224000591,621,17,H,270090201003
271224002270,735,35,EM,270090201003
271227000592,853,45,M,271630701063
271227000593,432,25,PEM,270030502104
271227000594,333,22,EM,271630701034
271227000595,1876,79,H,271630701063
271227000596,360,29,PE,271630701034
271227000597,444,28,PEM,270030502332
271227000598,386,21,PEM,270030516001
271227000599,365,22,PEM,271630702052
271227000601,488,31,PEM,270251104014
271227001725,176,11,MH,271630701033
271227001726,97,7,P,271630701033
271227003355,45,7,H,271630701033
271230000602,278,17,MH,271190210004
271230000603,343,24,PEM,271190210003
271236000606,391,21,MH,270054503002
271236000607,457,35,PEM,270054503002
271242000610,745,47,EM,270030512022
271242000611,854,36,H,270030512022
271242000612,474,29,PE,270030511023
271242000614,447,32,PE,270030512013
271242002632,83,4,H,270030512022
271242003427,10,1,EM,270030512022
271242005079,27,2,P,270030512022
271242005082,142,1,P,270030512022
271248000617,207,18,PEM,271019002002
271248000618,176,12,MH,271019002002
271258000042,199,19,PE,271431702004
271258000044,214,17,H,271431702002
271258005506,187,6,EM,271431702002
271290000647,391,28,PEM,270490804002
271290000648,315,17,MH,270490804002
271302000649,149,12,PEM,271130901002
271302000650,114,8,MH,271130901002
271304000152,147,9,PE,270917902001
271304000155,97,6,H,270917902001
271304005153,84,2,M,270917902001
271311000656,172,16,H,270314801003
271311000658,185,17,PE,270314801003
271311002635,102,8,M,270314801003
271314000659,173,14,PE,270990014002
271314000660,133,7,EM,270990014002
271314004160,139,9,H,270990014002
271317000661,280,15,E,270614803002
271317000874,87,6,P,270614808022
271317000882,157,9,PEM,270614801003
271317000934,126,10,MH,270614801003
271317000935,1129,51,H,270614809002
271317000939,747,40,M,270614809005
271317000940,53,4,EM,270614809005
271317002332,119,4,MH,270614808022
271317003073,40,5,EMH,270614808022
271317005230,681,40,E,270614809004
271317005236,604,38,E,270614808021
271338000688,240,11,PEM,271494803004
271338000689,206,13,MH,271494803004
271353000565,98,4,P,270370611023
271353000693,1210,62,EM,270370611051
271353000694,1353,58,H,270370611022
271353000695,450,28,E,270370611082
271353000696,450,32,E,270370611051
271353002239,472,33,E,270370611061
271353002754,33,1,H,270370611081
271353005357,45,3,H,270370611022
271356000698,614,37,PEM,270270302014
271356000699,414,26,MH,270270302014
271356002240,20,1,EM,270270302011
271359000701,282,26,PE,270399504001
271359000702,363,20,MH,270399504001
271368000707,98,7,PEM,270812010013
271368004530,47,4,MH,270812010013
271368004925,66,5,MH,270812010013
271386000711,224,16,PEM,271119613002
271386000712,158,9,MH,271119613002
271389000713,59,5,PEM,270510702002
271389000714,43,3,MH,270510702002
271392000715,739,45,E,271370103001
271392000716,660,28,H,271370103001
271392002143,680,41,EM,271370103003
271392002677,47,8,P,271370103001
271392004370,12,1,H,271370103001
271393000015,133,12,PEM,270634802003
271393000017,161,9,MH,270634802001
271398001520,225,18,PE,271370124001
271398001528,222,28,E,271370123002
271398001529,622,37,EM,271370123004
271398001539,993,47,MH,271370123002
271398001547,22,2,H,271370123002
271398005429,39,3,PE,271370123002
271401000723,104,7,PE,270017702003
271401000724,85,7,H,270017702003
271401004653,67,5,EM,270017702003
271404000726,145,12,PE,271335701003
271404000727,196,15,MH,271335703002
271407000585,52,5,PEM,271159503001
271407000728,493,37,PEM,271159505002
271407000729,448,31,MH,271159505002
271407004489,17,2,H,271159505002
271419000732,594,43,PEM,271450104032
271419000733,488,18,MH,271450104032
271422000651,144,10,P,270530260153
271422000734,1909,130,M,270530260153
271422000735,2833,155,H,270530260142
271422000736,527,36,PE,270530260063
271422000737,629,41,PE,270530260142
271422002197,661,44,PE,270530260201
271422002241,471,31,PE,270530260222
271422002271,635,42,PE,270530260151
271422003620,715,36,PE,270530260151
271422004369,47,4,H,270530260153
271422005194,213,46,MH,270530260153
271422005366,155,17,E,270530260153
271426000613,1491,77,H,270530264021
271426000615,888,50,MH,270530264021
271426000616,592,37,MH,270530261013
271426001880,413,34,PEM,270530262083
271426001881,455,29,PEM,270530262061
271426001884,854,45,PEM,270530219002
271426001886,515,34,PEM,270530232002
271426001887,559,34,PEM,270530264021
271426002206,462,40,PEM,270530232001
271426002647,140,13,P,270530234002
271426003606,37,2,H,270531226001
271426004662,299,12,EM,270530232001
271426005032,11,1,EMH,270530232001
271426005361,42,1,EM,270530232001
271426005362,75,1,MH,270530232001
271428000748,222,24,PEM,270550203002
271428000749,211,16,MH,270550203002
271428002993,14,1,H,270550203002
271428003187,814,47,H,270550203002
271428005379,451,18,E,270550203002
271428005380,403,23,M,270550203002
271497000754,381,29,E,270859504001
271497000755,565,32,M,270859504002
271497000756,908,46,H,270859504002
271497000955,20,2,H,270859504002
271497002198,426,35,PE,270859504002
271497003522,66,5,M,270859504002
271497003524,20,1,H,270859504001
271497005393,369,26,E,270859504002
271500000759,393,29,PE,270717902001
271500000761,501,26,MH,270717902001
271503000538,29,2,H,270370605071
271503000547,535,34,PE,270370605091
271503000556,59,4,P,270370605071
271503000763,574,40,PE,270370605022
271503000765,761,43,M,270370605071
271503000766,312,27,PE,270370605054
271503000767,1062,48,H,270370605071
271503003184,85,6,E,270370605054
271503005356,24,2,H,270370605071
271551000769,219,17,PEM,270959701001
271551000770,204,14,MH,270959701001
271554004539,73,6,PEM,270812010012
271575001625,619,33,MH,271390808001
271575001630,632,48,PE,271390808001
271575003664,41,3,P,271390808001
271575004144,553,35,EM,271390808001
271698000783,794,54,PE,270399505002
271698000784,667,31,H,270399501003
271698002243,702,20,EM,270399505002
271701000786,177,13,PEM,270074505001
271701000787,152,13,MH,270074505001
271710000792,219,14,PE,270490809002
271710000793,227,15,H,270490807003
271710001741,208,12,EM,270490807003
271712000023,387,21,MH,271519601003
271712001890,437,34,PEM,271519601002
271722000796,310,22,PE,271450112003
271722000797,474,26,MH,271450112003
271725000799,355,32,PE,270550201003
271725000800,381,26,H,270550201003
271725004238,292,22,EM,270550201003
271746000801,116,12,PEM,270812010021
271752000803,616,44,PEM,271574903003
271752000804,587,33,MH,271574903003
271757000808,255,17,PEM,270774603001
271757000809,191,9,MH,270774603001
271778000025,883,53,E,270370608162
271778000483,777,53,M,270370608201
271778000815,612,42,E,270370608213
271778000817,1796,84,H,270370608201
271778000818,405,34,E,270370608131
271778002043,506,41,E,270370608142
271778002273,751,51,E,270370608201
271778002435,865,60,M,270370608213
271778002436,521,38,E,270370608202
271778002643,706,42,E,270370608162
271778002804,57,7,MH,270370608213
271778002984,931,56,M,270370608152
271778002985,658,45,E,270370608161
271778003515,1906,87,H,270370608203
271778004179,230,15,P,270370608213
271778004309,108,9,H,270370608213
271778005347,41,4,M,270370608152
271778005348,63,7,E,270370608152
271788000821,105,7,PEM,270690901003
271788000822,76,5,MH,270690901003
271791000823,251,10,PEM,270459606001
271791000824,183,12,MH,270459606001
271794000825,185,17,PE,270570703001
271794000826,93,5,H,270570703001
271794005248,69,5,M,270570703001
271806000831,120,10,PEM,270990013003
271806000832,138,10,MH,270990013003
271807000045,253,23,PE,270799502002
271807000046,115,10,E,271431704003
271807000047,279,19,H,270799502002
271807002695,20,2,H,270799502004
271807004408,244,15,M,270799502002
271809000834,76,5,EM,271696701001
271809000835,200,18,PE,271696709002
271809000836,346,21,MH,271696709001
271821000837,577,39,E,270935604001
271821000838,474,29,EM,270935603003
271821000839,449,23,H,270935603003
271821003075,14,1,H,270935603002
271821004888,29,1,P,270935603003
271824000960,440,33,PE,270977807001
271824000961,503,34,PE,270977806003
271824000962,110,13,PE,270977802003
271824000963,538,27,M,270977806003
271824000964,781,34,H,270977806003
271824002780,94,4,H,270977806003
271827000847,174,9,PEM,270717903002
271827000848,154,10,MH,270717903002
271833000851,524,39,PE,271335702001
271833000852,378,23,H,271335702001
271833002471,255,19,M,271335702001
271836000853,122,9,PE,270990013004
271836000854,82,8,H,270990013004
271836005554,101,4,EM,270990013004
271839000856,115,11,PE,270833602002
271839004845,54,4,EM,270833602002
271854000857,158,11,PEM,270459606004
271854000858,118,11,MH,270459606004
271857000859,348,26,PEM,271659501003
271857000860,272,20,MH,271659501003
271866000865,339,26,PEM,270879401003
271866000866,293,25,MH,270879401003
271866002333,33,3,MH,270879401003
271875000868,651,39,E,271630703043
271875000869,765,35,M,271630704032
271875000870,1142,33,H,271630704032
271875000871,573,41,E,271630703043
271875001775,32,2,P,271630704032
271875005041,13,3,H,271630703033
271878000337,92,10,H,270131707002
271878000872,301,22,E,270131701003
271878000873,414,30,PE,270131703003
271878000875,503,31,E,271034805011
271878000876,204,16,E,270131711011
271878000877,370,27,PE,270131705002
271878000879,1293,68,H,270131705002
271878000880,1223,65,H,270131708002
271878000881,428,30,E,271034806001
271878000883,333,26,E,270131708002
271878000884,376,28,E,270131704003
271878002045,954,54,M,270131705002
271878002046,878,48,M,271034805021
271878002173,267,19,PEMH,271034805013
271878002977,233,16,E,271034806001
271878003678,3,1,MH,270131707002
271878004374,33,11,EMH,270131704001
271878004388,434,34,E,270131712022
271878005116,23,1,EMH,270131707001
271878012686,17,2,P,270131702002
271878012688,19,2,EMH,271034805021
271881000885,396,30,PEM,271711007033
271881000886,365,27,MH,271711007033
271892000896,64,7,PEM,270890801001
271892000897,71,6,MH,270890801001
271894000891,404,44,PE,270833604003
271894000892,876,46,H,270833605002
271894002816,74,6,H,270833603004
271894003715,732,43,EM,270833604001
271894005106,110,8,P,270833604001
271894005391,527,43,E,270833604001
271896000067,146,9,E,270917903002
271896000072,185,12,EM,270917901002
271896000075,224,13,H,270917903002
271896000076,95,6,M,270917903002
271917000903,233,23,PEM,270017704001
271917000904,216,13,MH,270017704001
271932000909,491,32,PEM,271479601001
271932000910,421,15,MH,271479601001
272055000911,471,42,PE,271450106002
272055000913,472,19,H,271450106002
272055003367,334,12,M,271450106002
272058000916,283,15,MH,271594801003
272058000917,681,44,PEM,271594801003
272067000923,851,56,PEM,270951705003
272067000924,772,40,MH,270951705003
272067002562,27,2,MH,270951705003
272067005260,34,1,MH,270951705003
272121000927,32,6,PEM,271277505002
272124000936,763,20,M,270530120011
272124000937,320,16,M,270531051001
272124000938,356,21,PE,270530120017
272124000941,369,28,PE,270530096003
272124000943,276,29,PE,270531034001
272124000945,468,25,E,270531113001
272124000958,896,46,H,270531018002
272124000970,316,16,E,270530117032
272124000977,858,45,H,270531002002
272124000978,228,13,E,270531105004
272124000986,602,54,PEM,270531067004
272124000989,315,17,E,270530120011
272124000991,381,20,E,270531065002
272124000999,360,28,PE,270530082002
272124001008,501,23,M,270531012001
272124001014,249,18,PE,270530001011
272124001026,1044,52,H,270531102004
272124001028,738,26,M,270531090001
272124001035,1466,73,H,270531086002
272124001037,1484,53,H,270531098004
272124001054,274,17,PE,270530006032
272124001055,1582,58,H,270531115003
272124001057,179,10,E,270530118005
272124001861,295,17,E,270531098002
272124001865,371,21,E,270530120036
272124001868,297,19,E,270531105001
272124001870,444,52,PE,270531013002
272124001878,365,33,PE,270531051001
272124001879,590,39,PE,270531094001
272124001882,502,34,PE,270531052042
272124001898,64,5,H,270531070001
272124001899,49,4,H,270531057001
272124001901,94,1,H,270531028002
272124001903,39,3,MH,270531259002
272124001908,54,4,H,270530017002
272124001914,226,29,H,270530085004
272124001915,29,9,H,270531041002
272124001920,293,23,PE,270531002001
272124001933,45,8,MH,270531054001
272124001935,24,8,EMH,270531031001
272124001936,32,3,EMH,270530110004
272124002177,365,20,E,270531111003
272124002178,336,27,PE,270530024002
272124002296,373,30,PE,270531012003
272124002297,651,44,PEM,270531074002
272124002476,339,31,PE,270531007004
272124002580,206,17,PE,270531029001
272124002581,361,24,M,270530001011
272124002699,201,20,PE,270531016003
272124002700,361,28,PE,270530081001
272124002862,40,3,H,270531062003
272124003022,62,17,EMH,270531040005
272124003106,56,6,MH,270531088004
272124003107,127,10,H,270530085004
272124003434,202,20,PE,270531256002
272124004172,236,19,PE,270531087001
272124004188,320,19,MH,270531021001
272124004290,71,1,H,270531062001
272124004557,487,33,H,270531028001
272124004574,925,32,M,270531115003
272124004742,233,12,E,270531090001
272124004778,200,19,PE,270531009001
272124004882,287,21,M,270531029001
272124004884,339,14,H,270531044002
272124004885,267,20,PE,270531031001
272124004889,25,2,H,270530085004
272124004903,105,8,H,270531040005
272124005036,62,4,H,270530022002
272124005511,485,28,PE,270530107003
272124005512,297,16,E,270531109001
272124005513,287,16,E,270530106002
272124005514,356,19,E,270530118003
272124005515,599,39,PE,270531064002
272124005516,372,27,PE,270531097001
272124005517,481,33,PE,270531037002
272124005518,234,23,PE,270531257003
272124005519,872,42,M,270531258003
272124005520,121,14,E,270531021001
272127001067,238,20,PEM,270833601002
272127001068,280,12,MH,270833601002
272132001071,432,23,EM,270239506001
272132001072,386,23,H,270239506001
272132001073,338,22,E,270239506003
272132001074,187,13,E,270239506006
272132005543,40,2,P,270239506001
272139001078,788,53,E,271711002032
272139001079,1305,62,H,271711002043
272139001834,34,2,H,271711002043
272139001837,593,39,E,271711002043
272139002209,946,46,M,271711002042
272139005092,342,35,PE,271711002043
272139005310,60,4,E,271711002042
272139005498,11,1,E,271711002042
272139005499,63,5,MH,271711002042
272142000413,43,7,EMH,270270202022
272142000462,179,16,EMH,270270301044
272142001084,1937,96,H,270270201005
272142002799,14,1,EMH,270270202022
272142003508,215,36,P,270270206004
272142003509,611,44,E,270270202021
272142003510,643,43,E,270270206004
272142003511,692,52,E,270270301042
272142003512,2158,119,EM,270270301044
272142005026,658,50,E,270270301044
272142005544,262,1,E,270270206004
272145001093,309,22,PEM,270170705005
272145001094,291,18,MH,270170705005
272148000944,737,43,MH,270654803001
272148000946,58,3,H,270654803001
272148001097,832,59,PEM,270654803001
272148004472,15,1,M,270654803001
272292001109,527,32,EM,270530276014
272292001110,466,31,E,270530277001
272292001112,947,53,MH,270530277001
272292001113,439,32,E,270530276024
272292002992,48,4,P,270530276024
272292005161,11,1,H,270530277001
272295001033,35,3,P,271230412003
272295001036,107,17,P,271230411051
272295001038,8,8,H,271230410021
272295001039,119,8,MH,271230410021
272295001041,699,44,M,271230409021
272295001042,97,7,P,271230412003
272295001114,722,51,E,271230411061
272295001115,1089,56,M,271230406013
272295001117,820,54,M,271230411061
272295001118,1706,89,H,271230411051
272295001119,743,50,E,271230407041
272295001121,1901,69,H,271230408034
272295001124,541,48,E,271230409022
272295001128,497,47,E,271230411053
272295001129,988,71,E,271230407051
272295001130,732,51,E,271230408034
272295002664,26,6,H,271230413022
272295002998,16,6,EM,271230409021
272295003494,7,1,EMH,271230407041
272295004127,4,1,H,271230413022
272295004678,17,1,MH,271230413022
272295004787,12,7,MH,271230407041
272295004813,595,47,PE,271230411051
272295004815,290,23,E,271230407033
272295005060,21,2,H,271230407073
272301001134,257,23,PEM,270332701002
272301001135,244,15,MH,270332701002
272331001136,332,22,PEM,270614805003
272331001138,249,16,MH,270614805002
272337001139,333,23,PEM,270570704001
272337001140,264,17,MH,270570704001
272338000020,111,12,EMH,271630705023
272340000948,476,31,EM,270677803002
272340001141,567,38,PE,270677803002
272340001142,465,26,H,270677803002
272340002766,18,1,H,270677803002
272340004770,22,6,P,270677804003
272343001144,554,36,PE,271390812003
272343001145,937,31,M,271390812003
272343001146,1343,65,H,271390812001
272343002842,611,38,E,271390812003
272343003641,577,41,E,271390811004
272343003677,92,10,PEM,271390812003
272343004568,31,2,MH,271390812003
272349001150,619,46,E,270159602003
272349001153,706,31,H,270159604001
272349001154,188,15,PE,270159603004
272349005035,648,31,EM,270159602003
272352001024,443,29,PEM,271119606003
272352001156,340,21,MH,271119606003
272355001157,214,16,MH,270890802001
272355001158,141,10,EM,270890802001
272355001159,102,9,PE,270890802003
272358001160,163,13,PEM,271034802004
272358001161,177,14,MH,271034802001
272382000401,56,3,MH,270251103021
272382001162,781,36,H,270251103021
272382001164,609,28,M,270251103021
272382002633,76,1,MH,270251103021
272382003514,875,49,E,270251103021
272382005228,233,16,PE,270251103021
272382005340,11,1,E,270251103021
272385001043,236,11,P,271230425014
272385001166,878,54,PE,271230425041
272385001168,403,30,PE,271230427001
272385001169,771,49,PE,271630709092
272385001170,985,64,M,271230424022
272385001174,1594,87,H,271230426013
272385001176,575,36,PE,271230426011
272385001177,1683,83,H,271630709102
272385001178,480,28,PE,271230423021
272385002182,557,32,PE,271630709073
272385002666,1004,62,M,271630709092
272385003374,43,9,EMH,271230425014
272385003375,91,10,H,271230426022
272385004943,14,1,EMH,271230424011
272385005156,18,10,P,271230425014
272385005289,11,1,EMH,271230424012
272385005410,57,9,E,271230427001
272385005411,49,5,M,271230427001
272385005412,98,8,H,271230427001
272385005413,7,1,MH,271630709113
272385005540,814,53,PE,271230424021
272388001180,496,40,E,271310706012
272388001182,846,22,M,271310705041
272388001183,1246,33,H,271310705042
272388001184,462,35,E,271310705031
272388001499,88,17,P,271310706013
272388001501,124,4,MH,271310706013
272388002841,527,40,E,271310705042
272388005426,14,2,E,271310706013
272388005427,17,1,M,271310706013
272388005428,37,2,H,271310706013
272391001186,334,19,H,270190912012
272391001187,382,30,PE,270190912012
272391002507,203,12,M,270190912012
272397001188,287,20,PEM,270654802002
272397001189,231,17,MH,270654802002
272505000957,40,6,EMH,270959702002
272505000959,34,3,MH,270959702001
272505001195,141,18,PE,270959702001
272505001196,235,10,MH,270959702001
272505005107,114,15,EM,270959702001
272508001198,947,51,H,270530272013
272508001199,700,35,M,270530272013
272508001200,578,43,PE,270530272013
272508002277,25,2,P,270530270022
272508003444,637,43,E,270530272013
272514001203,418,30,PEM,270414508001
272514001204,424,26,MH,270414508001
272520000742,367,27,P,270530203021
272520001207,431,30,PE,270530268112
272520001208,978,62,M,270530268101
272520001209,429,27,PE,270530267122
272520001210,250,23,PE,270530268102
272520001211,638,32,PE,270530267143
272520001212,371,30,PE,270530268092
272520001213,335,27,PE,270530203043
272520001214,406,43,M,270530268191
272520001217,1155,61,M,270530267022
272520001218,2280,104,H,270530267022
272520001219,481,35,PE,270530268111
272520001220,293,22,PE,270530268183
272520001221,1908,111,H,270530268101
272520001224,312,27,PE,270530268191
272520001939,521,32,PE,270530267074
272520001940,627,34,PE,270530267101
272520002211,707,43,PE,270530268122
272520002212,889,46,PE,270530267081
272520002278,1598,74,M,270530267131
272520002299,486,29,PE,270530267122
272520002522,774,42,PE,270530267151
272520002523,865,44,PE,270530267153
272520002651,2324,99,H,270530267081
272520002809,82,14,H,270530267071
272520003186,636,38,PE,270530268203
272520004529,164,18,H,270530268076
272520005369,133,17,E,270530268076
272520005370,99,14,M,270530268076
272520005371,195,22,H,270530268076
272805001225,593,35,EM,271479607003
272805001226,525,36,E,271479603004
272805001227,999,63,M,271479603004
272805001228,1475,79,H,271479607001
272805001230,487,37,E,271479602003
272805001231,537,31,PE,271479604003
272805002681,104,14,P,271479606002
272805002846,98,7,H,271479604001
272805005484,26,2,E,271479603003
272805005485,43,3,H,271479602003
272805005486,39,3,M,271479602003
272808000864,59,2,H,270570706003
272808001233,618,51,PE,270570706003
272808001235,497,33,H,270570706003
272808001236,497,38,EM,270570706003
272808004965,80,6,P,270570706003
272808005382,10,1,M,270570706003
272811001237,256,19,PEM,271119615003
272811001238,285,14,MH,271119615003
272814001239,489,22,MH,271450110002
272814001240,405,28,PE,271450110003
272817001242,460,40,PEM,271119603003
272817001243,405,28,MH,271119603003
272820001244,601,45,PE,270359504002
272820001245,620,37,H,270359504003
272820003069,576,31,EM,270359504003
272823001023,37,1,MH,271119605003
272823001247,575,44,PE,271119605003
272823001248,505,33,H,271119605003
272823002535,515,25,EM,271119605003
272829001249,167,9,M,270459601001
272829001407,254,21,PE,270459601002
272829001408,218,14,H,270459601002
272832001251,610,44,PEM,270977805004
272832001252,642,36,MH,270977805004
272835001253,478,40,PE,270219608022
272835001254,360,23,H,270219608022
272835004841,407,21,EM,270219608022
272838001025,36,2,H,271159507002
272838001255,840,54,PEM,271159507003
272838001256,701,42,MH,271159507002
272838003883,9,2,P,271159507003
272895001257,602,36,PE,270490808003
272895001258,432,24,H,270490808003
272895004143,506,20,EM,270490808003
272896000034,69,10,PEM,270059400001
272897000039,477,37,PEM,270219607003
272897000041,377,28,MH,270219607003
272897002692,49,3,H,270219607003
273003001271,746,46,E,270951707001
273003001272,732,39,M,270951707001
273003001273,979,50,H,270951707002
273003001274,720,56,PE,270951707001
273003004927,36,3,H,270951707003
273003005001,21,2,H,270951707003
273003005200,14,1,H,270951707002
273003005232,89,6,P,270951707003
273006001275,471,28,E,271390809041
273006001276,1987,103,M,271390809062
273006001277,2857,133,H,271390802042
273006001278,519,30,E,271390809062
273006002679,546,36,E,271390802022
273006003449,443,23,E,271390809062
273006003711,506,30,E,271390809031
273006004305,597,34,E,271390802055
273006004390,89,6,H,271390809062
273006005244,586,33,E,271390802042
273006005309,129,16,P,271390809062
273006005462,11,1,H,271390809062
273006012715,47,2,MH,271390809062
273009001551,551,32,H,271370101003
273009001552,448,22,M,271370101003
273009001557,588,40,PE,271370029001
273009001559,280,16,E,271370103001
273009005081,31,2,P,271370101003
273015001286,434,29,PEM,270370614021
273015001287,408,20,MH,270370614021
273045001290,162,11,MH,271250102003
273045001291,222,23,PEM,271250102002
273048000575,74,9,P,270490802001
273048001292,522,36,E,270490802005
273048001293,866,47,MH,270490802004
273048001297,339,23,E,270490801014
273048001298,534,28,EM,270490801013
273051000325,61,5,H,270079400011
273051001301,130,17,PEM,270079400013
273051001302,489,46,E,270079400012
273051001303,344,24,H,270079400012
273051002427,280,13,M,270079400011
273051002793,13,1,M,270079400011
273051003303,101,14,PE,270079400011
273051004840,19,2,P,270079400011
273087001307,197,21,PEM,270219601002
273087001308,157,12,MH,270219601002
273087003507,8,1,MH,270219601002
273175000744,97,10,P,270530248011
273175001311,334,23,PE,270530249031
273175001312,588,36,PE,270530248011
273175001315,1270,64,H,270530245003
273175001316,419,23,PE,270530241003
273175001317,807,45,M,270530243001
273175002652,25,2,H,270530243004
273175004212,505,31,PE,270530248011
273175004395,50,4,H,270530257016
