id,students,teachers,level,geoid
372921,678,80,U,130670311163
383996,553,83,U,350279606004
433101,818,89,U,440070115001
436818,853,147,U,090093501001
438586,1465,105,U,131210101223
438708,374,97,U,540319702004
440059,870,100,U,131350502112
446774,3912,302,U,540039719003
447023,870,66,U,280330703101
460136,876,133,U,482015218001
474890,129,41,U,040131042054
475495,1193,195,U,490490028012
475732,1330,229,U,131210101151
482653,188,54,U,510131034021
447935,298,62,U,211110107053
456038,363,47,U,040134226223
237950,1645,261,U,540810002004
480073,429,80,U,484910205043
441788,567,63,U,481130146021
196592,11699,2440,U,360610109001
461962,199,51,U,230050173011
461324,816,19,U,470370128021
443650,351,45,U,470650114452
111638,164,45,U,060371278052
442569,6465,523,U,200919800011
456205,282,48,U,371830527051
192509,1186,111,U,360810871002
186380,50411,19344,U,340230051002
400080,1036,129,U,060710072002
241836,962,107,U,721310092001
112084,512,204,U,060730166151
187046,10495,309,U,340210011011
440794,534,162,U,340130080001
431716,316,285,U,340297228001
454184,442,72,U,360610009001
205559,116,15,U,390490094301
449764,209,72,U,471570114002
241793,507,60,U,721270005062
126049,247,54,U,060730053001
418029,43,8,U,361150803002
260789,717,148,U,060374808021
242121,301,45,U,720691806005
468963,193,58,U,250092532011
455859,270,36,U,160010102231
457226,42,30,U,180973302041
376224,177,65,U,720691806005
420705,159,9,U,481130078052
117672,1225,256,U,060375037021
133465,515,95,U,120990078181
439701,666,124,U,484391139092
442295,286,88,U,120210104161
487603,1215,124,U,530330227022
114734,57,11,U,060730091062
455974,188,33,U,480610116002
419712,104,19,U,720252010002
179317,101,46,U,200910534091
437769,159,37,U,510411005092
455354,362,37,U,480291219041
244613,321,37,U,170438459021
377759,65,13,U,060374620023
220491,231,25,U,471490409021
444796,85,27,U,130630402042
451468,345,35,U,390170111091
455929,57,9,U,401091083153
442985,181,17,U,060375434003
462354,274,90,U,060730202142
115357,125,8,U,060650312005
475398,180,48,U,540379725052
136109,171,21,U,120310144011
165495,13,15,U,250158219031
484093,136,13,U,261251666003
482486,33,7,U,180890425053
417752,33,15,U,484391136131
484163,240,31,U,040190004003
444130,12471,626,U,060730083391
454944,180,25,U,160659503022
443702,68,23,U,170314202001
429128,554,84,U,250250701016
482617,26,16,U,470370156131
451149,506,79,U,120110702042
449889,8112,405,U,180973910003
460871,622,107,U,510594605021
447953,584,84,U,060170307042
455239,26,11,U,360910614041
481191,222,26,U,060650422173
446127,230,42,U,120530413022
479974,110,14,U,060650435091
455868,293,32,U,060371201041
451237,163,17,U,200910534131
451495,257,34,U,420893004022
383525,94,32,U,360290155031
207704,145,12,U,401430067033
367158,59,8,U,261635846002
189592,375,119,U,360550136043
194259,25,8,U,360775910002
420440,1575,129,U,230310340017
444787,1337,256,U,490351140001
456029,230,21,U,471570030003
135610,172,77,U,120860188003
156842,207,18,U,211110101022
404055,555,36,U,040133197041
150251,123,27,U,181270509001
455910,38,25,U,370210001001
455770,121,39,U,060374622022
128586,35,12,U,360870121013
405012,90,8,U,390897531001
153463,20,4,U,190879704003
156426,210,17,U,210670042102
461795,785,84,U,481576720022
490735,160,20,U,484391217021
104425,3327,533,U,040030017021
147536,7402,1084,U,170313204001
367103,28,14,U,210370524001
457411,248,33,U,121170220024
461856,300,22,U,060371243003
246345,131,25,U,482014203001
447616,1002,61,U,060374056004
246415,60,12,U,480291808001
110370,1612,699,U,060750607002
126951,1529,98,U,080319801001
442639,197,34,U,510594713011
447759,185,31,U,060375700034
202453,66,5,U,391130501034
366191,1181,61,U,170438461021
408066,189,23,U,201730108011
486822,812,78,U,040131040002
101277,86,9,U,010950308013
103927,346,43,U,040190002001
103945,7,14,U,040050011023
110918,13,21,U,060190030042
406422,93,13,U,421190906003
379782,243,32,U,482014308001
381459,260,58,U,040132168131
457271,61,20,U,060372652011
445744,474,58,U,121113818021
111744,135,16,U,060710036121
134574,157,21,U,121030228021
126164,60,11,U,080770004002
112288,383,47,U,061070020072
112455,86,13,U,060590867022
121868,139,11,U,060650419092
131061,116,18,U,100030136102
135337,112,13,U,121030225011
135407,923,260,U,120810020121
147129,595,130,U,171430041011
149028,291,60,U,172010005101
137777,30,45,U,120860040005
145239,404,89,U,170318209011
142407,76,11,U,160830007001
364575,32,28,U,540359637001
444510,93,16,U,060373107023
430971,73,14,U,420454081013
447050,1981,305,U,060730087022
449676,204,38,U,360610111001
158778,56,6,U,220190007002
152150,61,7,U,181770011001
153311,7081,685,U,191630109001
154545,97,9,U,190130023041
156107,4606,550,U,201730101161
156967,54,13,U,210670016002
157207,88,53,U,210670042041
163426,20037,2742,U,240317010051
163815,44,5,U,240054523002
165167,2764,672,U,250250406001
170611,96,21,U,261158322001
165635,280,39,U,250173611003
169284,260,25,U,260810115004
178183,297,28,U,291892214231
170790,16736,1441,U,260992616002
172866,95,30,U,270530256011
181145,15,3,U,310550065051
182722,164,12,U,330170830023
183600,45,28,U,340270413003
480781,174,36,U,060730093041
186593,137,15,U,340010117013
186900,63,14,U,340258111012
190956,143,28,U,360930206001
452124,475,57,U,470370156131
193672,19,7,U,360010139023
199078,149,14,U,371290106003
457208,175,10,U,060670090051
485476,76,15,U,530630120002
363679,149,27,U,291892210004
199971,74,6,U,370670014001
201539,78,39,U,391517013002
202888,64,16,U,391535071012
204459,57,8,U,390950007004
204884,170,35,U,390299516004
206172,27,10,U,390099728003
212993,101,25,U,421010125001
216223,36,13,U,420893009003
209083,82,12,U,410670313001
214023,5,8,U,421010197001
215992,122,40,U,420850327014
209700,154,21,U,410050222013
212300,44,6,U,421070022002
214290,606,76,U,420730106001
215530,71,8,U,420130106002
220002,204,13,U,470370151004
220118,252,33,U,470650104314
366003,313,83,U,120110104072
233286,138,24,U,516800016001
226903,987,464,U,484530020021
227182,70109,7008,U,483396908001
260965,61,7,U,172010005102
233329,454,55,U,517100069011
228282,25,15,U,480291509003
235583,120,23,U,530610511003
231004,111,17,U,500070031003
248660,164,22,U,470930044031
233082,115,26,U,515708302001
260664,249,28,U,220170223003
365693,160,22,U,310550074571
366289,20,5,U,060590755151
365833,173,20,U,260810127013
367361,67,18,U,482014323001
369516,275,57,U,290770040022
368452,289,63,U,470370108021
371034,6,2,U,010730117032
371052,399,57,U,010970037031
371964,471,33,U,060670081415
373085,62,14,U,191630130002
459189,171,12,U,060670061011
461555,80,15,U,350010022003
441858,190,71,U,511770202041
476683,338,29,U,390950072042
484075,41,5,U,120310172001
444662,158,8,U,220330045092
418658,388,39,U,420034885002
451565,182,27,U,484530017531
421771,29,8,U,290370603011
417910,212,22,U,360595193002
377193,25,11,U,480291515001
379621,25,10,U,360659401002
417248,42,5,U,090035025001
407142,94,12,U,220550018011
407513,177,59,U,391419556021
418056,21,7,U,361119526001
402800,138,22,U,481410043124
417992,37,8,U,360710121004
407568,151,22,U,390998120021
404718,65,16,U,470110101003
406325,110,22,U,360150106001
407735,61,6,U,550090213034
408729,78,26,U,420391118003
417327,242,33,U,121170216081
418223,112,17,U,390852020003
418427,97,16,U,420293041012
418515,93,15,U,420059509002
421610,105,10,U,490532715002
428000,66,5,U,120860026004
456490,203,60,U,120950167131
483780,254,49,U,510594605011
439020,56,14,U,170318094003
443979,106,21,U,270530266131
458955,564,97,U,280490027002
451121,126,12,U,120860078041
431266,104,8,U,510872004091
430883,37,9,U,360110413005
434432,13,11,U,311090037062
432269,77,9,U,481410039021
432117,161,20,U,450910608043
433004,408,106,U,060375734022
436632,101,28,U,371830540181
434362,39,6,U,530630025005
434344,240,36,U,250277306005
439747,155,6,U,060670049041
438498,1947,330,U,515102007011
444264,63,41,U,721270021001
439792,489,53,U,120190309042
439862,273,12,U,660109557001
455275,258,26,U,390490078123
455831,120,19,U,120990047051
475404,114,17,U,361190091003
476513,44,11,U,060379201152
442842,196,56,U,170313201002
476355,37,2,U,360810057003
481146,179,14,U,130890218103
489247,37,13,U,490351135092
449728,78,18,U,401430090082
443225,72,24,U,340230031012
450933,18533,1003,U,010030114033
476692,34,6,U,340390331005
442356,2011,172,U,420710132032
440819,19,1,U,060750611001
441256,15,8,U,060790102011
443632,87,23,U,080590118053
441548,61,19,U,340312366011
443410,1120,250,U,530330226051
441876,199,29,U,518100462221
442240,450,45,U,060590639072
443641,137,18,U,440070146003
443571,468,33,U,060374062001
443261,200,61,U,450190032001
455071,131,15,U,291892175005
445762,181,31,U,511539016025
485500,74,12,U,060376016003
461689,362,40,U,080050807002
448895,401,39,U,060190045051
455707,50,6,U,010970021001
454768,263,36,U,060374636013
455983,371,86,U,510594604003
459426,130,18,U,271090017031
428055,190,31,U,720210303002
451477,3013,168,U,390410117621
486406,6,3,U,540839662002
451167,149,24,U,120570119011
448859,131,23,U,420770091002
476939,558,78,U,120860090142
476850,58,7,U,160010022241
455336,217,40,U,481130140021
419633,79,7,U,484510013043
446224,70,35,U,340130154004
446604,2268,218,U,360710150031
447591,663,51,U,482014328024
444936,123,10,U,040210014072
447722,31,11,U,060374321012
445364,522,54,U,060650409012
446039,13,49,U,040190017002
444714,274,26,U,130670304051
447980,75,9,U,261210024002
447908,58,15,U,120110504012
462062,101,11,U,060371133012
468246,137,17,U,410390021022
455734,17,32,U,060659412001
488147,19,17,U,120860111022
454962,25,8,U,170438449023
459985,581,100,U,480610108001
461713,61,9,U,040190006005
485801,94,13,U,361190112004
451103,818,178,U,120860047033
451042,19,14,U,090091842002
450119,183,29,U,051430101061
451282,147,14,U,261251832001
451459,64,17,U,360550142021
451228,232,25,U,180973422001
451574,92,20,U,490490024001
448646,57,23,U,221090002021
450988,271,21,U,060590992274
461281,111,26,U,120111103381
454555,213,22,U,320310022111
455187,239,15,U,340170164003
487852,30,3,U,340230094002
241766,370,150,U,721270019001
476735,48,15,U,250277121013
461652,49,12,U,160010023121
455141,216,25,U,371350121003
486460,30,22,U,551270003022
454829,9563,550,U,080310051041
455381,179,20,U,490351126133
455798,102,19,U,090091301011
461582,151,24,U,170318069001
476878,79,11,U,360010135072
461953,65,16,U,080410028004
457314,98,23,U,060375548012
457785,52,21,U,320310021072
461643,51,26,U,060971512014
460093,58,13,U,260490117113
459532,68,12,U,480610130031
459417,72,27,U,260810020002
460783,344,55,U,121170207042
461412,152,17,U,510594503004
461388,55,9,U,481810009021
462053,125,16,U,170978619023
484066,337,91,U,211110107053
475723,466,67,U,490451311001
431558,319,42,U,120710103062
481252,126,21,U,120990078123
483948,29,6,U,220170234003
486813,467,69,U,481410035012
490373,337,714,U,260770002011
485810,14,6,U,481677212015
436553,306,34,U,721270021002
126711,5315,915,U,080459517022
446516,6,9,U,720034303002
132709,33243,2646,U,120110425002
100690,775,78,U,011010054072
100724,4072,919,U,011010015003
100812,2867,362,U,010830207001
100830,5212,774,U,011010054072
100937,1129,328,U,010730030011
101028,1399,184,U,011130306002
101116,349,92,U,011010054104
101143,1808,209,U,010310113002
100751,37840,6920,U,011250112001
101189,2961,454,U,011010026004
101240,3993,538,U,010550016003
101301,1316,228,U,010479561004
101435,920,207,U,011010014002
101462,825,107,U,010890002021
101471,399,108,U,010510309011
101480,9238,1118,U,010150021011
101569,2823,351,U,010730131004
101648,401,121,U,011056870004
101675,1440,286,U,010730106025
101693,2016,283,U,010970061051
101736,3360,452,U,010330207041
101912,1374,359,U,010890106222
102030,2176,290,U,010970011003
102049,5729,1169,U,010730107041
102067,3743,410,U,011250125021
102270,712,186,U,011250117012
102313,1526,188,U,011010010002
102553,11953,1970,U,020200016021
102632,2070,343,U,021100001002
102669,493,169,U,020200016021
103893,986,75,U,040131055022
103909,590,76,U,040134222032
103963,368,42,U,040130930013
104090,1552,125,U,040131055011
104577,4392,604,U,040099612012
104586,3004,518,U,040250003001
104717,103427,6977,U,040131072011
105145,4670,724,U,040131138011
105206,3654,456,U,040159507041
105154,16948,1846,U,040134222042
105349,2700,385,U,040179601001
105525,15544,2371,U,040190033041
105428,9538,1303,U,040131104002
104708,14374,1552,U,040130923051
105534,1970,283,U,040190030031
105543,606,138,U,350010002083
105589,970,315,U,040250010022
105659,897,47,U,040131138011
105668,17362,1407,U,040133197041
106041,1845,101,U,040130820271
106148,6009,624,U,040250009004
106245,8899,1388,U,051190021023
106263,2907,5042,U,051190048001
106306,468,112,U,051190045002
107600,799,192,U,051190045001
106449,2982,372,U,051450712005
106467,10829,1125,U,051159514002
106546,661,109,U,051190042071
106704,10335,1555,U,050450308003
106713,604,181,U,050450307022
106795,1386,177,U,051330803001
106980,1912,259,U,050510110001
106999,1224,149,U,050634903001
107044,4617,981,U,051450708003
107071,3163,444,U,050199536012
107080,1077,415,U,050450307012
107141,2343,418,U,050070212011
107318,1203,208,U,050350303012
107327,1358,222,U,050930103002
107512,1704,379,U,050199536022
107549,1033,154,U,050659602002
107558,836,180,U,050719519003
107637,1113,183,U,050690015021
107664,4810,551,U,051190031001
107725,1211,181,U,050574805003
107743,798,148,U,051139502001
107877,618,163,U,050754701002
107974,1253,186,U,051399508001
107983,4432,462,U,050279504002
108092,5887,646,U,051310007005
108232,8928,1577,U,060750615001
108870,337,507,U,060371893003
109040,1751,111,U,060371926101
109208,25422,1232,U,060670075042
109350,12057,1166,U,060379010042
109651,2182,799,U,060374608001
109785,9006,1963,U,060374008001
109819,24903,1063,U,060290008001
110097,5815,1004,U,060375040012
110246,9335,1010,U,060070022002
110316,1530,341,U,060750176014
110334,9792,753,U,060871220033
110398,1026,348,U,060750124021
110422,22440,2814,U,060790109011
110468,3429,594,U,060730095041
110486,11745,1295,U,060290028061
110495,11163,1289,U,060990036053
110510,19689,2088,U,060710045041
110529,30014,2622,U,060374024032
110547,18687,1739,U,060375433211
110556,25497,2488,U,060190054081
110565,42051,3619,U,060590116021
110583,40069,4051,U,060375746011
110608,40381,3708,U,060371151031
110617,32293,3170,U,060670052012
110662,44589,25256,U,060372653011
110671,26434,4479,U,060650465001
110699,3201,13713,U,060750301012
110714,19161,3930,U,060871004001
111188,952,312,U,060952508011
111434,5231,311,U,060816133001
111461,20573,1240,U,060379203302
111887,20406,1178,U,060375529005
111896,5159,266,U,060290055013
111920,11922,704,U,060014372002
111939,20025,1379,U,060710020191
111948,9761,2190,U,060590759011
111966,872,618,U,060375407002
112075,4071,568,U,060590626282
115083,2472,468,U,060750615001
125231,49695,4324,U,270531261004
126182,3164,500,U,080039602005
126207,5981,817,U,081230014111
126289,12001,726,U,080050065011
126562,24723,12813,U,080310017022
126580,12380,1591,U,080410078001
126669,7839,1061,U,080590112022
126678,2050,914,U,080410016001
126687,329,88,U,080050072013
126748,993,133,U,081039512003
126775,6744,1417,U,080590100002
126827,28244,2023,U,080410080001
126863,7835,446,U,080050820001
126942,7273,570,U,080310019021
126979,856,142,U,080050065011
127060,13856,3338,U,080310030041
127200,18703,1579,U,080010094081
127556,9110,1027,U,080770005002
127617,1376,152,U,080870006001
127653,855,360,U,080130123002
127714,608,126,U,080410039051
127732,1293,200,U,080759662001
127778,1216,313,U,080899686005
127884,5551,521,U,081010015002
127918,6310,1228,U,080310154004
127945,1643,403,U,080590114022
128106,5925,793,U,081010009031
128151,903,70,U,080050071041
128179,585,49,U,080410021012
128188,874,96,U,080770016002
128258,1404,269,U,080710002002
128328,4307,366,U,080410038022
128498,1384,346,U,090091418004
128577,1304,210,U,090034808004
128771,10652,1544,U,090034173001
128780,1634,328,U,090034172001
128902,1737,756,U,090118703003
129020,27215,10234,U,090138812001
129154,3312,499,U,090035108001
129181,1036,84,U,090034841002
129215,4644,943,U,090158003003
129242,5513,1172,U,090010607001
129367,2715,319,U,090035021002
129525,6493,1472,U,090034973001
129543,3821,395,U,090010706001
129729,5083,696,U,090093518003
129756,2106,226,U,090076802001
129774,599,159,U,090116909001
129808,3160,333,U,090116967003
129923,612,86,U,090034154002
130776,5246,979,U,090012102002
129941,6961,1135,U,090093615002
130004,4420,398,U,090010431001
130174,1819,262,U,090010804001
130183,13844,1759,U,090093519001
130217,1161,164,U,090159044004
130253,9313,1583,U,090010601001
130314,2305,722,U,090034972002
130493,9331,1724,U,090091414001
130624,1056,506,U,090118703003
130697,3053,1015,U,090075415001
130934,4739,918,U,100010410002
130989,1184,176,U,100030136132
131098,917,356,U,100010409001
131159,14001,3560,U,110010009013
131283,5366,1820,U,110010095013
131450,1451,723,U,110010088031
131469,27017,6261,U,110010108002
131496,19371,6291,U,110010002011
131399,3725,1139,U,110010012004
131520,10859,2776,U,110010034002
131803,745,2403,U,110010101002
131876,1846,333,U,110010092011
131973,530,76,U,110010009013
133881,6775,1063,U,120090649012
133979,928,302,U,120860005014
134079,3413,756,U,121050105023
134097,43569,7273,U,120730013001
134307,798,96,U,120860017011
134608,15236,1445,U,121113807003
134811,934,140,U,120860027033
134945,4053,687,U,120310148003
135081,20330,3574,U,120110502071
135188,4760,385,U,120690303021
135267,594,79,U,120710005024
135276,1169,106,U,120730020031
135294,382,160,U,120860030011
135364,693,62,U,130890234181
135391,9242,784,U,120810003084
135522,450,86,U,121050118322
135647,799,97,U,120860093122
135717,46523,7833,U,120860037071
135735,2231,188,U,120950169023
136145,1181,142,U,120791103012
136172,16926,2182,U,120310144041
136215,20888,4556,U,120110702042
136303,913,117,U,120950189004
136330,3704,611,U,120990027003
136358,26666,2115,U,120990050002
136400,9886,745,U,121010317042
136473,9226,776,U,120330011012
136491,663,139,U,121030245141
136516,9961,931,U,121050137022
136659,498,42,U,121130105041
136774,1624,431,U,121150002002
136826,432,154,U,120860202003
137023,360,146,U,121090209011
137078,26430,2616,U,121030245142
137087,557,201,U,121030208002
137096,12607,1146,U,120010017012
137209,16298,1337,U,121170208031
137245,1350,387,U,120110908012
137281,6828,664,U,121079506003
146278,1881,313,U,170010106001
137315,2710,422,U,120559601033
137351,50626,9290,U,120570109001
137476,5601,957,U,120860005012
137546,4462,1013,U,121270904003
137564,9546,864,U,121050117311
138558,3990,483,U,132779603003
138600,1080,388,U,130890228001
138682,3022,414,U,130950014032
138716,6509,751,U,130950107003
138813,814,63,U,131210101223
138840,3030,461,U,131210065001
138901,1704,156,U,131210065001
138929,299,76,U,131210005001
138947,3776,689,U,131210025001
138956,3863,393,U,132450105062
139986,5232,434,U,132551605002
139153,565,106,U,131210052003
139199,2813,503,U,131390009004
139311,7052,811,U,130630404082
139393,911,228,U,130830403002
139463,4794,403,U,133130008001
475121,5405,1058,U,130510040022
139621,2415,260,U,131079706003
139630,883,204,U,131198904004
139719,3079,613,U,132250404001
139755,39771,8607,U,131210010021
139861,6873,1062,U,130099704005
139940,36360,5426,U,131210119002
141574,18025,4432,U,150030027011
140012,8576,1009,U,131350505113
140234,854,195,U,132859603001
140252,2761,540,U,130670310012
140331,9432,797,U,130670309022
140553,2152,421,U,131210038001
140678,2548,339,U,131370002023
140696,1452,231,U,130890211023
140720,189,109,U,132450010004
140818,2350,533,U,131370005002
140872,1399,305,U,130570902001
140942,3649,436,U,130510043001
141680,3378,353,U,150030057002
141796,6369,510,U,150030006001
141802,1461,188,U,150070404004
141811,6363,435,U,150030087012
140951,14265,1786,U,130510009001
140960,3488,513,U,130510101022
140988,1410,260,U,131150012001
141060,2207,627,U,131210043001
141167,1303,199,U,132759609003
141325,779,190,U,130210121011
141334,13419,1654,U,130459105012
141486,2208,390,U,150030012011
141565,3165,564,U,150010205005
141839,2936,312,U,150090311011
141990,2299,213,U,150030105031
142054,534,60,U,160010012023
142115,24069,3203,U,160010009001
142179,1803,520,U,160199706022
142276,11766,1879,U,160050007003
141981,3168,358,U,150030086063
142294,1114,300,U,160270215005
142328,3856,459,U,160699604003
142443,4737,936,U,160550014002
142522,44481,3629,U,160659503021
142559,7321,822,U,160830008004
142832,1726,218,U,170318391001
143048,3132,1047,U,170313204001
143084,2389,658,U,171610245001
143215,6906,901,U,171635039041
143279,3743,448,U,171610211002
143288,516,129,U,171179563003
143358,5855,1014,U,171430020002
143853,2980,667,U,170438444022
143978,1285,101,U,170310817002
144005,2644,659,U,170314905001
144050,17834,12364,U,170318362001
144157,1878,448,U,170316809004
144166,7273,642,U,170318381002
144175,1955,363,U,170315001004
144184,5186,598,U,170318307004
144193,4929,494,U,170316505003
144209,6479,613,U,170313201002
144218,7946,575,U,170311701001
144351,6491,683,U,170318119002
144865,21010,2215,U,170438427101
144883,419,56,U,170313206002
144892,8626,1235,U,170290008002
144944,7882,1012,U,170898519081
144962,3421,699,U,170438429003
144971,511,138,U,172030306015
145372,994,360,U,170059513003
145521,1276,227,U,171770010003
145558,2099,853,U,170978630042
144564,2171,289,U,171830112003
144485,531,67,U,170313201001
145619,3779,667,U,170438462023
145628,531,219,U,170318420001
145637,52679,12431,U,170190004011
145646,1636,482,U,171130013021
145691,1154,284,U,171379518002
145707,906,137,U,171599780001
145725,6325,1304,U,170318420002
145813,20720,3538,U,171130002002
145831,2413,318,U,170999632003
146205,3328,407,U,171990202011
146296,10267,1425,U,171978832113
146339,1173,363,U,170898510003
146366,2785,299,U,170279005001
146418,2626,324,U,170370003002
146427,1154,443,U,170950008002
146472,11854,1434,U,170978611062
146481,1583,396,U,170978634002
146506,3862,590,U,170290002003
146603,4683,532,U,171194027211
146612,6437,915,U,171978841011
146667,581,121,U,171079529003
146676,994,303,U,171079531002
146685,4977,551,U,171670030001
146490,395,197,U,170978662003
147004,7814,534,U,171118709021
147013,2200,388,U,171635043024
147244,1982,432,U,171150016002
147341,860,254,U,171878704002
147369,2870,547,U,170310810005
147411,3618,404,U,170318144003
147590,529,205,U,170438442011
147660,2832,649,U,170438461033
147679,2831,752,U,170318318004
147703,16769,2963,U,170370010023
147767,22603,10438,U,170318087021
147800,7313,977,U,170318061042
147828,3764,778,U,170910120002
147916,5758,664,U,170190009022
148007,2716,461,U,170318289001
148016,340,270,U,170830103003
148131,1273,225,U,170010002021
148380,5762,714,U,172010005101
148405,1272,291,U,172010005071
148487,4680,1044,U,170313204001
148496,3189,711,U,170318119004
148511,2816,2549,U,170318382002
148575,466,72,U,171430016003
148584,3529,533,U,171978818003
148627,3764,647,U,170317402001
148672,1386,192,U,171030005004
148821,1176,167,U,171539710002
148876,901,182,U,170310311002
148937,1263,141,U,171659562001
148991,1239,167,U,170579535003
149365,3366,480,U,170318272003
149505,1086,304,U,170318236051
149514,1454,464,U,170978648011
149532,8819,1043,U,170318112003
149781,2908,944,U,170438419023
150066,1406,376,U,180950011001
150136,21597,3611,U,180350009022
150145,1362,354,U,181410106004
150163,5544,1272,U,180973219002
150172,694,164,U,180890202001
150400,1752,647,U,181339563002
150455,815,298,U,181770008002
150534,2323,582,U,181630003003
150668,899,306,U,180390004002
150677,1901,307,U,180859621003
150756,1028,276,U,180779663003
150987,63809,6881,U,180973515003
151102,8093,1296,U,180039800011
151111,29390,9495,U,180973910002
492962,3846,661,U,180030043002
151306,10203,1277,U,181630104032
151324,10829,1785,U,181670111004
151333,3227,400,U,180670011001
151342,4942,693,U,181410015001
152530,2110,500,U,180530107002
151351,43064,9216,U,181050002021
151360,3801,569,U,180890124001
151379,4678,615,U,180430710072
151388,3434,448,U,181770004001
151661,999,88,U,180973102011
151777,1449,313,U,181691022001
151786,3706,713,U,180973405001
151801,3108,2127,U,180530008003
152099,1241,389,U,180510503004
152318,1990,562,U,181670101004
152336,2271,529,U,180030009004
152567,3573,582,U,181519714004
152600,3122,797,U,181270506041
152637,16048,1639,U,180839553002
152673,868,282,U,181079570005
152798,678,119,U,190130017021
152992,1076,232,U,191930005002
153001,1863,492,U,190219605001
153108,1120,429,U,191250303001
153144,1394,372,U,191130019001
153162,1002,284,U,191130108002
153269,4774,1178,U,191530011004
153278,2180,531,U,190610009003
153296,731,88,U,190834803004
153366,1517,324,U,190539602003
153375,1874,369,U,191530005002
153445,5042,859,U,190130030012
153621,704,167,U,190879703002
153630,5791,810,U,191550317002
153825,1404,337,U,190610007011
153834,1802,535,U,191919502003
153861,2015,367,U,191010903003
153922,1836,180,U,191279510003
153977,869,184,U,191530051002
154004,2411,452,U,191930020001
154013,1705,369,U,191130013002
154059,2681,370,U,190339514002
154101,1496,370,U,191670706004
154129,1666,240,U,191670701001
154174,2178,437,U,191630106002
154235,3003,555,U,191630113001
154350,1267,338,U,191810207003
154493,3610,665,U,190650802001
154518,3025,359,U,191896803005
154527,1563,403,U,190170040002
154572,5360,720,U,191930018001
154590,1350,255,U,191239506003
154642,2113,216,U,200019528002
154688,2279,481,U,200450012034
154712,2217,411,U,200050817001
154721,790,212,U,201137882002
154749,484,166,U,200790301004
154855,629,129,U,201137886005
154907,1589,246,U,200299773004
154925,1368,171,U,201259510002
154934,1327,130,U,201939531005
154952,2475,306,U,200354940001
154998,1459,271,U,200579619002
155089,1671,375,U,201730028004
155098,1617,217,U,200119558001
155104,1868,336,U,200559605071
155140,731,136,U,200450010012
155177,359,156,U,200790305004
155186,2700,350,U,200430201002
155195,4907,623,U,201550002004
155201,798,107,U,201259507002
155210,13891,2157,U,200910530042
155317,26744,8941,U,200450004001
155414,803,197,U,201690009004
155423,1107,138,U,201770024002
155450,1464,214,U,200999501003
155487,842,87,U,201610006004
155511,868,166,U,201137886007
155520,1636,520,U,200910535023
155593,843,108,U,201231766004
155618,676,112,U,201814537006
156189,569,114,U,211199603004
156213,1741,434,U,211130604002
156222,1755,236,U,211130604001
156286,3293,794,U,211110089004
156295,1432,939,U,211510113011
156338,4137,369,U,212270110011
156356,986,200,U,210590003002
156365,12771,1050,U,212179204003
156392,10180,1036,U,210670024001
156408,1333,426,U,210219303003
156648,5850,425,U,210930013002
156727,2436,287,U,212390501071
156745,1565,310,U,212090402061
156851,1331,116,U,211010209005
157021,210,31,U,211959302001
157058,2290,515,U,210730706003
157076,887,217,U,210590011001
157100,689,188,U,210439605003
157216,2764,452,U,210019704022
157377,1381,225,U,212390504001
157483,4893,484,U,211450313011
158662,13251,1280,U,220710055002
157535,2240,411,U,211959303002
157711,4837,533,U,211999306001
157748,4337,612,U,211110087004
157757,1596,306,U,211110050002
157793,3165,732,U,211110097001
157809,2037,314,U,211170654001
157863,1179,237,U,211219305002
158088,2192,187,U,220790139002
158431,6090,421,U,220150111093
158477,563,181,U,220170212002
158802,1215,286,U,220710033086
158884,2166,166,U,220870308001
159009,5438,445,U,220619603002
159373,2827,2198,U,220710060001
161138,2042,195,U,230190311001
159416,9955,467,U,220170239011
159568,1153,243,U,220790117001
159656,4497,868,U,220710121022
159717,7284,759,U,220190011003
159939,8375,1072,U,220710133021
159948,2293,525,U,220710017024
159993,8888,1020,U,220730004021
160038,11447,1013,U,220690007005
160065,1137,228,U,220710006162
160074,1366,182,U,220330038013
160320,2337,217,U,221030405011
160481,2105,213,U,221090017001
160630,2264,337,U,220710017013
160649,3013,338,U,220170246011
160658,16450,2177,U,220550022001
160755,13927,5597,U,220710121022
160977,1876,876,U,230010203001
161518,1967,467,U,230050170021
161077,3115,257,U,230010102003
161086,2155,821,U,230110242001
161192,2297,183,U,230259668003
161217,4202,463,U,230110102002
161226,1862,398,U,230079712005
161235,1624,166,U,230039506001
161244,762,81,U,230299562003
161253,11741,2480,U,230190063002
161341,1467,183,U,230039520002
161457,7208,1297,U,230310254002
161484,775,107,U,230039520001
161509,435,186,U,230050003001
161554,8022,1641,U,230050015002
161563,1705,207,U,230110242005
161572,1429,355,U,230270460023
161688,2523,469,U,240010005002
161864,4181,604,U,245101505002
161873,4169,761,U,245101102001
162007,6250,933,U,240338004102
162061,754,141,U,240338002083
162104,2090,406,U,240150309052
162122,6164,838,U,240178506003
162210,968,263,U,240317017021
162557,5756,962,U,240217512011
162584,4857,862,U,240010018003
162609,624,208,U,240230005002
162654,2015,505,U,240054903022
162690,3433,448,U,240430112014
162760,2042,393,U,240217506001
162779,9566,1189,U,240276056021
162928,28890,19469,U,245101202021
163046,5282,1134,U,245102711012
163259,7137,7319,U,245100402001
163268,13497,2412,U,240054925001
164270,2931,884,U,240135075003
163295,1892,1096,U,245101401001
163453,7634,1768,U,245102709021
