geometry_id,STATEFP,COUNTYFP,hurs,huss,model,n_observations,pr,rlds,rsds,scenario,sfcWind,tas,tasmax,tasmin,week,week_start
1859,35,1,80.452553232812,0.0025361625254238,b'HadGEM3-GC31-LL',5,0.0002689775497354,223.54510856012536,137.94196642226794,b'ssp245',3.03590747404727,267.28270765929864,277.82825373189246,251.13168420430267,b'2014-12-30/2015-01-05',1419897600
1859,35,1,87.34138195552272,0.00229970000249,b'HadGEM3-GC31-LL',7,8.166612715315702e-06,203.4572032049533,158.58496758471546,b'ssp245',2.09936360323617,266.1658343905195,279.747113952134,250.47492955818987,b'2015-01-06/2015-01-12',1420502400
1859,35,1,79.25086548559018,0.00423145641323,b'HadGEM3-GC31-LL',7,3.289700670247691e-05,225.09747235806967,156.09320246300769,b'ssp245',1.725569884520077,274.3838701111256,283.8754222436242,260.62012412559847,b'2015-01-13/2015-01-19',1421107200
1859,35,1,82.02004075224298,0.0041384514196339,b'HadGEM3-GC31-LL',7,0.0001273520596957,229.8596619973886,159.8557871232512,b'ssp245',1.4561820552191416,274.9423949433989,283.1243378640791,260.73099664879777,b'2015-01-20/2015-01-26',1421712000
1859,35,1,81.68294005507326,0.004716261166557,b'HadGEM3-GC31-LL',7,0.000128463160607,250.0645086656993,152.08443681659008,b'ssp245',1.9609417260661068,276.2361782879289,283.087118535301,267.5183718585496,b'2015-01-27/2015-02-02',1422316800
1859,35,1,69.77785702609094,0.0026966384911897,b'HadGEM3-GC31-LL',7,2.220929243314242e-06,207.1070741764319,200.5889971260184,b'ssp245',2.1727969234734315,271.0855765716416,283.88683813054246,260.18340958873364,b'2015-02-03/2015-02-09',1422921600
1859,35,1,76.8566664670826,0.0055433495563265,b'HadGEM3-GC31-LL',7,5.793486997603337e-05,234.1197491935573,209.75873648270235,b'ssp245',1.8831300025099609,278.78430949673697,288.921841893204,266.0508657389456,b'2015-02-10/2015-02-16',1423526400
1859,35,1,71.64367945117371,0.0043169257327936,b'HadGEM3-GC31-LL',7,9.986180805706588e-05,238.0025537086392,209.7486503710604,b'ssp245',2.22414274970681,277.01575417360374,285.1687835240874,267.4206798873976,b'2015-02-17/2015-02-23',1424131200
1859,35,1,79.2774040372996,0.0048245428296118,b'HadGEM3-GC31-LL',7,0.0002079909789969,245.42657772539133,220.857048363258,b'ssp245',2.08717720108499,276.83365905287684,290.4076624309407,266.3855610679362,b'2015-02-24/2015-03-02',1424736000
1859,35,1,76.64723394999477,0.0051593335295138,b'HadGEM3-GC31-LL',7,0.0001301286311994,234.40255791890127,245.7297734210956,b'ssp245',1.7562128380204007,276.345299293193,289.8433188323722,249.5417508623352,b'2015-03-03/2015-03-09',1425340800
1859,35,1,76.23404170822103,0.0063776440975324,b'HadGEM3-GC31-LL',7,4.1382241658441214e-05,251.43244660077417,252.77089914172416,b'ssp245',2.0751561855506715,280.5479757982749,288.97275738032675,270.8383083186393,b'2015-03-10/2015-03-16',1425945600
1859,35,1,76.56523887767149,0.0061163967222682,b'HadGEM3-GC31-LL',7,0.0001768319240335,259.69930512788966,256.60359416700413,b'ssp245',2.158078175722837,280.25215906658065,289.086877059308,269.8925813678068,b'2015-03-17/2015-03-23',1426550400
1859,35,1,78.78050363504289,0.0066958116096763,b'HadGEM3-GC31-LL',7,0.0003057434645129,274.0365510843141,262.3906304028825,b'ssp245',2.4714582432267465,281.2465483319144,290.64413253557933,273.2060770603538,b'2015-03-24/2015-03-30',1427155200
1859,35,1,72.22236729004882,0.0061080713552977,b'HadGEM3-GC31-LL',7,1.9709527212513443e-05,261.3893226736656,287.5792273137394,b'ssp245',2.377236331959673,281.1769671369423,288.9287389412743,272.00674911071667,b'2015-03-31/2015-04-06',1427760000
1859,35,1,51.87411631177694,0.0045953693402782,b'HadGEM3-GC31-LL',7,0.0,235.9062472940697,333.2444464866906,b'ssp245',2.926627073913047,281.7308391589898,292.6848068614375,270.50534238611056,b'2015-04-07/2015-04-13',1428364800
1859,35,1,47.42204592474265,0.0038402070623735,b'HadGEM3-GC31-LL',7,1.945132865411289e-05,246.51138226120125,320.26866342028774,b'ssp245',3.334870808627863,280.0544290199199,292.2237092069974,268.36452651298805,b'2015-04-14/2015-04-20',1428969600
1859,35,1,49.97307243086809,0.0055134854651307,b'HadGEM3-GC31-LL',7,2.6110275106118847e-05,265.73236049150233,335.66693859320293,b'ssp245',2.589870047698331,285.17149560236595,296.31322636360784,271.37270311233044,b'2015-04-21/2015-04-27',1429574400
1859,35,1,43.73805008643821,0.0046612450157182,b'HadGEM3-GC31-LL',7,7.176509988445951e-06,263.7637530960007,343.53573163814275,b'ssp245',2.872637090219501,284.6479691460318,296.3893200341716,271.57408667474834,b'2015-04-28/2015-05-04',1430179200
1859,35,1,53.62623705474537,0.0054722955989832,b'HadGEM3-GC31-LL',7,6.659221178702845e-05,283.0025624046047,319.88384241619,b'ssp245',2.4731579492950075,283.6496352413228,294.31251339857414,272.9564910587015,b'2015-05-05/2015-05-11',1430784000
1859,35,1,47.39625904929864,0.0063193457923177,b'HadGEM3-GC31-LL',7,5.064621965883099e-05,296.4651566898437,335.6355941855057,b'ssp245',2.105169849455791,287.7029897573555,297.7708046424526,277.5643891235552,b'2015-05-12/2015-05-18',1431388800
1859,35,1,51.85025866268999,0.0066413727997624,b'HadGEM3-GC31-LL',7,5.072386852439426e-05,301.26046297212963,343.80008987494983,b'ssp245',2.0328549946384107,288.58865307964805,301.20771834799245,276.5290182449868,b'2015-05-19/2015-05-25',1431993600
1859,35,1,42.726608731096334,0.0066828315479868,b'HadGEM3-GC31-LL',7,3.696356549507787e-05,308.0484101763891,357.97174615606355,b'ssp245',2.0031572628733856,291.8295920558973,304.9168666984143,279.24407398406123,b'2015-05-26/2015-06-01',1432598400
1859,35,1,42.142363989541145,0.0062583549834557,b'HadGEM3-GC31-LL',7,9.09419002545467e-05,314.0828518130184,345.7306489538209,b'ssp245',2.578367151325241,291.277674325973,303.3219524050466,278.4162164779236,b'2015-06-02/2015-06-08',1433203200
1859,35,1,29.55773221624405,0.0052222689094447,b'HadGEM3-GC31-LL',7,9.695691801238416e-06,307.3859828698491,377.8042774950091,b'ssp245',2.574494989739218,292.04790701342057,304.9285201146535,279.0431359933667,b'2015-06-09/2015-06-15',1433808000
1859,35,1,30.276449643182424,0.0058881242417704,b'HadGEM3-GC31-LL',7,1.5680184804313233e-05,324.2519580556465,375.9545737374498,b'ssp245',1.6582886561923205,295.2418596820288,307.10319169624233,281.81012578772555,b'2015-06-16/2015-06-22',1434412800
1859,35,1,32.152227710796595,0.0069750199346697,b'HadGEM3-GC31-LL',7,8.84233782844798e-05,344.30241216999354,365.1582814874467,b'ssp245',1.89132936322344,296.4588091916043,309.0805903879382,285.5990952267088,b'2015-06-23/2015-06-29',1435017600
1859,35,1,24.289966366211925,0.0051689245292318,b'HadGEM3-GC31-LL',7,0.0,325.51069985145284,376.5213667792582,b'ssp245',3.22924034648515,295.41407733503354,308.94033464057827,281.52943629055864,b'2015-06-30/2015-07-06',1435622400
1859,35,1,25.783920802966826,0.0054603094908183,b'HadGEM3-GC31-LL',7,0.0,342.2882311779012,350.8730177651519,b'ssp245',2.146009139900741,296.7190725856681,310.4079169535755,281.2676199044191,b'2015-07-07/2015-07-13',1436227200
1859,35,1,32.96954804562097,0.0071790548842917,b'HadGEM3-GC31-LL',7,0.0002417283081186,353.56200906489136,345.8371558688786,b'ssp245',2.0427953010027364,296.68004485516576,309.3101778737402,285.6795996174192,b'2015-07-14/2015-07-20',1436832000
1859,35,1,35.77278752325843,0.0079378881968998,b'HadGEM3-GC31-LL',7,1.008984822852006e-05,350.01438490467416,355.4074579581397,b'ssp245',1.9020743880953104,296.6269184632367,308.9561849276748,285.83657756472337,b'2015-07-21/2015-07-27',1437436800
1859,35,1,32.97736201372727,0.0075854247871121,b'HadGEM3-GC31-LL',7,0.0001784491621578,366.87720614653466,319.6036135304757,b'ssp245',2.045683105375155,297.8847484233997,310.43719090268473,285.3561109011805,b'2015-07-28/2015-08-03',1438041600
1859,35,1,80.34190353030847,0.0131864413053759,b'HadGEM3-GC31-LL',7,0.0013049791384818,365.9417610231301,261.6136427260085,b'ssp245',1.7202158364219418,290.9247978535447,301.1580123775676,283.89284579482853,b'2015-08-04/2015-08-10',1438646400
1859,35,1,74.10553717753498,0.0149871580818679,b'HadGEM3-GC31-LL',7,0.0003745609302961,363.5202054844993,298.6071020096266,b'ssp245',1.4662598386655892,294.214117479762,303.5344329029566,286.9065840845248,b'2015-08-11/2015-08-17',1439251200
1859,35,1,62.08654189564306,0.0114669883382065,b'HadGEM3-GC31-LL',7,0.0001518410112219,332.57598688417835,333.69717261066825,b'ssp245',1.968577952967388,293.2750834166288,304.1587528184767,283.2406074988979,b'2015-08-18/2015-08-24',1439856000
1859,35,1,51.84892601314839,0.008770462002357,b'HadGEM3-GC31-LL',7,2.150741260164044e-05,323.7534574139227,328.83711639138545,b'ssp245',2.2362151381884723,292.328767477975,303.7201467950811,281.91870288126154,b'2015-08-25/2015-08-31',1440460800
1859,35,1,46.39839958151414,0.0076361753933778,b'HadGEM3-GC31-LL',7,2.2821165678356325e-06,325.9318897178185,305.88705267292323,b'ssp245',2.1204407972906805,291.18263168855674,302.2461412357537,280.60637565499667,b'2015-09-01/2015-09-07',1441065600
