fipstate,naics,emp,est,n<5,e<5,n5_9,e5_9,n10_19,e10_19,n20_49,e20_49,n50_99,e50_99,n100_249,e100_249,n250_499,e250_499,n500_999,e500_999,n1000,e1000
36,541199,2527,301,208,306,48,305,28,342,8,270,3,218,5,810,0,0,0,0,0,0
36,5412,99473,9057,6327,10268,1465,9766,719,9550,313,9753,110,7445,79,11913,25,8422,11,8728,8,23628
36,54121,99473,9057,6327,10268,1465,9766,719,9550,313,9753,110,7445,79,11913,25,8422,11,8728,8,23628
36,541211,52670,3702,2571,4434,641,4162,272,3624,118,3865,46,3236,33,5094,8,2921,9,6884,4,18450
36,541213,9091,1856,1273,2009,316,2322,213,2937,51,1477,0,0,0,0,0,0,0,0,0,0
36,541214,21645,471,200,354,71,457,49,626,67,2054,35,2288,29,4193,14,4651,0,0,4,5178
36,541219,16067,3028,2283,3471,437,2825,185,2363,77,2357,28,1859,15,2342,3,850,0,0,0,0
36,5413,72573,6125,3802,6316,1012,6781,664,8944,376,11399,157,10852,83,12667,21,6996,9,6713,0,0
36,54131,18733,2222,1455,2545,401,2662,214,2822,89,2684,38,2555,20,2898,3,1031,0,0,0,0
36,541310,18733,2222,1455,2545,401,2662,214,2822,89,2684,38,2555,20,2898,3,1031,0,0,0,0
36,54132,1661,310,212,336,52,340,32,405,10,288,4,292,0,0,0,0,0,0,0,0
36,541320,1661,310,212,336,52,340,32,405,10,288,4,292,0,0,0,0,0,0,0,0
36,54133,42076,2416,1341,2172,382,2565,307,4226,216,6593,92,6368,57,8849,13,4221,7,5177,0,0
36,541330,42076,2416,1341,2172,382,2565,307,4226,216,6593,92,6368,57,8849,13,4221,7,5177,0,0
36,54134,499,175,147,213,18,122,8,108,0,0,0,0,0,0,0,0,0,0,0,0
36,541340,499,175,147,213,18,122,8,108,0,0,0,0,0,0,0,0,0,0,0,0
36,54135,1344,334,272,336,35,227,19,241,5,168,0,0,0,0,0,0,0,0,0,0
36,541350,1344,334,272,336,35,227,19,241,5,168,0,0,0,0,0,0,0,0,0,0
36,54136,80,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,541360,80,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,54137,1916,353,230,432,74,504,33,420,13,336,3,224,0,0,0,0,0,0,0,0
36,541370,1916,353,230,432,74,504,33,420,13,336,3,224,0,0,0,0,0,0,0,0
36,54138,6264,308,142,277,49,356,50,710,39,1216,18,1258,5,703,5,1744,0,0,0,0
36,541380,6264,308,142,277,49,356,50,710,39,1216,18,1258,5,703,5,1744,0,0,0,0
36,5414,13654,3767,3144,4276,356,2333,168,2215,67,1998,23,1503,9,1329,0,0,0,0,0,0
36,54141,5319,1433,1182,1632,152,1030,60,775,25,706,11,713,3,463,0,0,0,0,0,0
36,541410,5319,1433,1182,1632,152,1030,60,775,25,706,11,713,3,463,0,0,0,0,0,0
36,54142,797,165,121,180,22,155,17,212,0,0,3,184,0,0,0,0,0,0,0,0
36,541420,797,165,121,180,22,155,17,212,0,0,3,184,0,0,0,0,0,0,0,0
36,54143,5056,1564,1344,1769,116,715,67,923,29,880,5,348,3,421,0,0,0,0,0,0
36,541430,5056,1564,1344,1769,116,715,67,923,29,880,5,348,3,421,0,0,0,0,0,0
36,54149,2482,605,497,695,66,433,24,305,11,346,4,258,3,445,0,0,0,0,0,0
36,541490,2482,605,497,695,66,433,24,305,11,346,4,258,3,445,0,0,0,0,0,0
36,5415,90457,7771,5985,8119,695,4555,429,5860,362,11073,138,9416,107,16458,35,11907,14,9344,6,13725
36,54151,90457,7771,5985,8119,695,4555,429,5860,362,11073,138,9416,107,16458,35,11907,14,9344,6,13725
36,541511,50381,3721,2817,3873,356,2347,211,2866,187,5723,63,4213,56,8379,16,5566,10,6678,5,10736
36,541512,30965,3145,2477,3425,262,1711,169,2308,129,3887,49,3398,38,6070,18,6006,0,0,0,0
36,541513,4488,311,200,301,45,287,25,353,25,836,11,796,3,420,0,0,0,0,0,0
36,541519,4623,594,491,520,32,210,24,333,21,627,15,1009,10,1589,0,0,0,0,0,0
36,5416,94461,12037,9896,11310,903,5795,576,7697,383,11390,127,8657,96,14869,34,11640,15,10359,7,12744
36,54161,81634,10133,8423,9424,723,4614,459,6095,301,9009,94,6388,79,12380,33,11181,14,9799,7,12744
36,541611,49374,5668,4774,5199,391,2496,241,3158,133,3800,46,3024,48,8088,20,7188,9,5867,6,10554
36,541612,10532,503,356,499,52,337,36,488,33,1034,6,458,10,1244,6,1994,3,2288,0,0
36,541613,17308,3209,2674,2937,230,1458,145,1990,106,3268,31,2141,15,2112,6,1758,0,0,0,0
36,541614,3041,426,335,446,36,233,21,258,19,633,10,697,5,774,0,0,0,0,0,0
36,541618,1379,327,284,343,14,90,16,201,10,274,0,0,0,0,0,0,0,0,0,0
36,54162,4197,524,350,511,79,524,47,664,32,947,11,738,5,813,0,0,0,0,0,0
36,541620,4197,524,350,511,79,524,47,664,32,947,11,738,5,813,0,0,0,0,0,0
36,54169,8630,1380,1123,1375,101,657,70,938,50,1434,22,1531,12,1676,0,0,0,0,0,0
36,541690,8630,1380,1123,1375,101,657,70,938,50,1434,22,1531,12,1676,0,0,0,0,0,0
36,5417,40376,1009,545,885,149,963,111,1480,86,2524,55,3792,33,4748,12,4232,10,6790,8,14962
36,54171,37827,852,449,733,127,828,98,1283,74,2164,47,3258,28,3892,11,3917,10,6790,8,14962
36,541713,15567,134,49,98,24,150,17,218,14,438,13,834,5,684,0,0,5,3295,5,9252
36,541714,2685,220,147,189,31,205,14,190,13,383,9,536,4,468,0,0,0,0,0,0
36,541715,19575,498,253,446,72,473,67,875,47,1343,25,1888,19,2740,7,2605,5,3495,3,5710
36,54172,2549,157,96,152,22,135,13,197,12,360,8,534,5,856,0,0,0,0,0,0
36,541720,2549,157,96,152,22,135,13,197,12,360,8,534,5,856,0,0,0,0,0,0
36,5418,81902,3693,2324,3472,479,3228,310,4272,259,8418,149,10388,107,16497,37,12364,25,17625,3,5638
36,54181,41680,1481,915,1375,176,1207,117,1632,106,3414,72,5233,54,8573,24,7944,17,12302,0,0
36,541810,41680,1481,915,1375,176,1207,117,1632,106,3414,72,5233,54,8573,24,7944,17,12302,0,0
36,54182,13773,1057,708,1063,151,1032,89,1227,56,1806,27,1907,21,3155,0,0,0,0,0,0
36,541820,13773,1057,708,1063,151,1032,89,1227,56,1806,27,1907,21,3155,0,0,0,0,0,0
36,54183,8510,129,47,60,17,108,13,175,24,815,11,747,8,1175,4,1391,4,2704,0,0
36,541830,8510,129,47,60,17,108,13,175,24,815,11,747,8,1175,4,1391,4,2704,0,0
36,54184,2662,126,85,106,12,70,8,116,4,141,10,714,6,1094,0,0,0,0,0,0
36,541840,2662,126,85,106,12,70,8,116,4,141,10,714,6,1094,0,0,0,0,0,0
36,54185,3387,194,112,173,27,189,25,360,13,412,9,622,6,908,0,0,0,0,0,0
36,541850,3387,194,112,173,27,189,25,360,13,412,9,622,6,908,0,0,0,0,0,0
36,54186,2035,138,82,130,16,107,16,206,14,442,6,359,0,0,0,0,0,0,0,0
36,541860,2035,138,82,130,16,107,16,206,14,442,6,359,0,0,0,0,0,0,0,0
36,54187,927,113,76,101,21,142,4,59,9,299,0,0,0,0,0,0,0,0,0,0
36,541870,927,113,76,101,21,142,4,59,9,299,0,0,0,0,0,0,0,0,0,0
36,54189,8928,455,299,464,59,373,38,497,33,1089,13,748,8,1082,0,0,0,0,0,0
36,541890,8928,455,299,464,59,373,38,497,33,1089,13,748,8,1082,0,0,0,0,0,0
36,5419,42822,4744,3136,4077,636,4324,558,7665,302,8748,64,4434,31,4633,10,3578,5,2820,0,0
36,54191,11875,449,247,369,63,430,56,724,36,1085,22,1526,14,2138,5,1571,5,2820,0,0
36,541910,11875,449,247,369,63,430,56,724,36,1085,22,1526,14,2138,5,1571,5,2820,0,0
36,54192,4132,1460,1284,1619,106,672,47,647,15,457,7,493,0,0,0,0,0,0,0,0
36,541921,2644,836,717,892,67,427,37,519,10,291,4,271,0,0,0,0,0,0,0,0
36,541922,1488,624,567,727,39,245,10,128,5,166,3,222,0,0,0,0,0,0,0,0
36,54193,1821,196,151,197,17,114,12,161,10,298,3,181,0,0,0,0,0,0,0,0
36,541930,1821,196,151,197,17,114,12,161,10,298,3,181,0,0,0,0,0,0,0,0
36,54194,18929,1381,374,710,367,2575,387,5387,214,6180,27,1849,10,1393,0,0,0,0,0,0
36,541940,18929,1381,374,710,367,2575,387,5387,214,6180,27,1849,10,1393,0,0,0,0,0,0
36,54199,6065,1258,1080,1182,83,533,56,746,27,728,5,385,4,483,0,0,0,0,0,0
36,541990,6065,1258,1080,1182,83,533,56,746,27,728,5,385,4,483,0,0,0,0,0,0
36,55,188835,3029,1149,2036,335,2280,362,5099,480,15409,305,21399,232,35984,94,32229,45,30201,27,44198
36,551,188835,3029,1149,2036,335,2280,362,5099,480,15409,305,21399,232,35984,94,32229,45,30201,27,44198
36,5511,188835,3029,1149,2036,335,2280,362,5099,480,15409,305,21399,232,35984,94,32229,45,30201,27,44198
36,55111,188835,3029,1149,2036,335,2280,362,5099,480,15409,305,21399,232,35984,94,32229,45,30201,27,44198
36,551111,240,19,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,551112,6768,488,313,446,56,354,48,634,42,1228,16,1075,8,1278,5,1753,0,0,0,0
36,551114,181827,2522,824,1566,277,1909,312,4439,436,14118,289,20324,223,34596,89,30476,45,30201,27,44198
36,56,724042,27683,18358,25606,3547,23247,2207,30005,1753,53466,812,57008,581,91354,246,85410,103,70999,76,286947
36,561,700476,26158,17622,24268,3262,21362,2001,27173,1566,47735,733,51470,553,86764,243,84425,102,70332,76,286947
36,5611,42069,2314,1356,2159,330,2227,258,3484,207,6301,88,6140,50,8204,16,5229,7,4576,0,0
36,56111,42069,2314,1356,2159,330,2227,258,3484,207,6301,88,6140,50,8204,16,5229,7,4576,0,0
36,561110,42069,2314,1356,2159,330,2227,258,3484,207,6301,88,6140,50,8204,16,5229,7,4576,0,0
36,5612,8134,506,284,670,86,610,56,818,43,1389,23,1609,10,1574,4,1464,0,0,0,0
36,56121,8134,506,284,670,86,610,56,818,43,1389,23,1609,10,1574,4,1464,0,0,0,0
36,561210,8134,506,284,670,86,610,56,818,43,1389,23,1609,10,1574,4,1464,0,0,0,0
36,5613,362386,2882,1343,1937,308,2044,236,3272,322,10412,245,17343,225,34675,110,37616,49,34531,44,220556
36,56131,18634,1148,774,1144,133,869,85,1151,87,2591,25,1748,29,4470,10,3288,5,3373,0,0
36,561311,14502,540,327,555,58,393,44,602,57,1737,19,1371,20,3183,10,3288,5,3373,0,0
36,561312,4132,608,447,589,75,476,41,549,30,854,6,377,9,1287,0,0,0,0,0,0
36,56132,154252,1512,518,709,153,1022,128,1810,195,6568,198,14040,175,26780,86,29183,36,25977,23,48163
36,561320,154252,1512,518,709,153,1022,128,1810,195,6568,198,14040,175,26780,86,29183,36,25977,23,48163
36,56133,189500,222,51,84,22,153,23,311,40,1253,22,1555,21,3425,14,5145,8,5181,21,172393
36,561330,189500,222,51,84,22,153,23,311,40,1253,22,1555,21,3425,14,5145,8,5181,21,172393
36,5614,45710,2061,1280,2165,333,2195,181,2425,135,4178,60,3954,38,5529,20,7286,10,6628,4,11350
36,56141,2096,295,220,307,36,251,19,243,12,380,4,289,4,626,0,0,0,0,0,0
36,561410,2096,295,220,307,36,251,19,243,12,380,4,289,4,626,0,0,0,0,0,0
36,56142,15489,257,114,206,31,196,20,280,37,1084,25,1704,13,1740,10,3624,5,3424,0,0
36,561421,1727,74,30,60,12,76,11,161,15,440,4,267,0,0,0,0,0,0,0,0
36,561422,13762,183,84,146,19,120,9,119,22,644,21,1437,13,1740,8,2901,5,3424,0,0
36,56143,5032,564,338,720,129,849,64,849,20,603,9,608,0,0,0,0,0,0,0,0
36,561431,1145,208,129,306,56,378,16,215,6,182,0,0,0,0,0,0,0,0,0,0
36,561439,3887,356,209,414,73,471,48,634,14,421,8,544,0,0,0,0,0,0,0,0
36,56144,9660,362,169,291,71,463,40,545,42,1320,16,990,14,2289,8,2722,0,0,0,0
36,561440,9660,362,169,291,71,463,40,545,42,1320,16,990,14,2289,8,2722,0,0,0,0
36,56145,3370,27,12,13,4,32,0,0,3,99,0,0,0,0,0,0,0,0,0,0
36,561450,3370,27,12,13,4,32,0,0,3,99,0,0,0,0,0,0,0,0,0,0
36,56149,10063,556,427,628,62,404,36,474,21,692,4,247,4,518,0,0,0,0,0,0
36,561491,413,56,35,57,5,31,10,126,5,138,0,0,0,0,0,0,0,0,0,0
36,561492,650,178,152,178,18,119,0,0,5,202,0,0,0,0,0,0,0,0,0,0
36,561499,9000,322,240,393,39,254,24,329,11,352,3,186,3,386,0,0,0,0,0,0
36,5615,14801,2094,1592,2417,262,1653,118,1574,64,1861,29,2120,23,3136,5,1516,0,0,0,0
36,56151,8561,1536,1239,1868,169,1053,73,961,28,852,11,762,12,1666,3,875,0,0,0,0
36,561510,8561,1536,1239,1868,169,1053,73,961,28,852,11,762,12,1666,3,875,0,0,0,0
36,56152,1856,275,190,282,46,293,18,220,12,326,8,601,0,0,0,0,0,0,0,0
36,561520,1856,275,190,282,46,293,18,220,12,326,8,601,0,0,0,0,0,0,0,0
36,56159,4384,283,163,267,47,307,27,393,24,683,10,757,10,1336,0,0,0,0,0,0
36,561591,536,56,31,57,12,71,7,110,5,148,0,0,0,0,0,0,0,0,0,0
36,561599,3848,227,132,210,35,236,20,283,19,535,10,757,9,1186,0,0,0,0,0,0
36,5616,101664,2098,1107,1727,269,1778,223,3007,202,6048,106,7616,104,17447,51,18948,22,14828,14,30265
36,56161,92394,1164,494,697,136,920,128,1760,142,4355,85,6267,96,16314,50,18689,19,13127,14,30265
36,561611,3966,364,251,354,52,357,34,439,17,467,5,344,3,454,0,0,0,0,0,0
36,561612,85953,747,229,317,78,525,87,1237,113,3535,73,5375,87,14844,49,18279,17,11576,14,30265
36,561613,2475,53,14,26,6,38,7,84,12,353,7,548,6,1016,0,0,0,0,0,0
36,56162,9270,934,613,1030,133,858,95,1247,60,1693,21,1349,8,1133,0,0,3,1701,0,0
36,561621,8025,569,328,556,80,521,75,1012,53,1494,21,1349,8,1133,0,0,3,1701,0,0
36,561622,1245,365,285,474,53,337,20,235,7,199,0,0,0,0,0,0,0,0,0,0
36,5617,109145,12934,9819,11871,1495,9692,823,11172,520,15371,140,9799,84,13071,32,10563,9,6579,12,21027
36,56171,4291,736,512,847,114,727,58,762,43,1290,8,494,0,0,0,0,0,0,0,0
36,561710,4291,736,512,847,114,727,58,762,43,1290,8,494,0,0,0,0,0,0,0,0
36,56172,71676,3635,2150,3381,565,3745,396,5487,308,9230,96,6808,73,11532,27,8730,9,6579,11,16184
36,561720,71676,3635,2150,3381,565,3745,396,5487,308,9230,96,6808,73,11532,27,8730,9,6579,11,16184
36,56173,28616,7456,6261,6480,702,4457,312,4167,136,3868,31,2169,9,1218,4,1414,0,0,0,0
36,561730,28616,7456,6261,6480,702,4457,312,4167,136,3868,31,2169,9,1218,4,1414,0,0,0,0
36,56174,1196,280,215,376,36,250,20,263,8,250,0,0,0,0,0,0,0,0,0,0
36,561740,1196,280,215,376,36,250,20,263,8,250,0,0,0,0,0,0,0,0,0,0
36,56179,3366,827,681,787,78,513,37,493,25,733,4,271,0,0,0,0,0,0,0,0
36,561790,3366,827,681,787,78,513,37,493,25,733,4,271,0,0,0,0,0,0,0,0
36,5619,16567,1269,841,1322,179,1163,106,1421,73,2175,42,2889,19,3128,5,1803,4,2666,0,0
36,56191,1503,102,51,77,18,125,10,132,14,399,5,278,4,492,0,0,0,0,0,0
36,561910,1503,102,51,77,18,125,10,132,14,399,5,278,4,492,0,0,0,0,0,0
36,56192,5469,438,318,423,47,301,34,455,23,720,7,465,5,990,0,0,0,0,0,0
36,561920,5469,438,318,423,47,301,34,455,23,720,7,465,5,990,0,0,0,0,0,0
36,56199,9595,729,472,822,114,737,62,834,36,1056,30,2146,10,1646,3,1066,0,0,0,0
36,561990,9595,729,472,822,114,737,62,834,36,1056,30,2146,10,1646,3,1066,0,0,0,0
36,562,23566,1525,736,1338,285,1885,206,2832,187,5731,79,5538,28,4590,3,985,0,0,0,0
36,5621,11266,663,296,520,122,815,89,1188,96,2950,46,3308,13,2155,0,0,0,0,0,0
36,56211,11266,663,296,520,122,815,89,1188,96,2950,46,3308,13,2155,0,0,0,0,0,0
36,562111,10549,573,249,436,97,644,81,1085,88,2732,44,3167,13,2155,0,0,0,0,0,0
36,562112,218,22,4,3,12,91,3,44,3,80,0,0,0,0,0,0,0,0,0,0
36,562119,499,68,43,81,13,80,5,59,5,138,0,0,0,0,0,0,0,0,0,0
36,5622,1761,98,36,59,28,176,9,130,15,524,8,550,0,0,0,0,0,0,0,0
36,56221,1761,98,36,59,28,176,9,130,15,524,8,550,0,0,0,0,0,0,0,0
36,562211,723,28,9,16,8,54,3,43,4,120,0,0,0,0,0,0,0,0,0,0
36,562212,680,47,16,32,17,102,4,61,6,237,4,248,0,0,0,0,0,0,0,0
36,562213,267,7,0,0,0,0,0,0,3,118,0,0,0,0,0,0,0,0,0,0
36,562219,91,16,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,5629,10539,764,404,759,135,894,108,1514,76,2257,25,1680,13,2113,0,0,0,0,0,0
36,56291,6743,351,145,241,62,407,68,976,48,1439,16,1019,9,1339,0,0,0,0,0,0
36,562910,6743,351,145,241,62,407,68,976,48,1439,16,1019,9,1339,0,0,0,0,0,0
36,56292,2009,143,81,189,21,141,15,218,17,487,7,527,0,0,0,0,0,0,0,0
36,562920,2009,143,81,189,21,141,15,218,17,487,7,527,0,0,0,0,0,0,0,0
36,56299,1787,270,178,329,52,346,25,320,11,331,0,0,0,0,0,0,0,0,0,0
36,562991,1273,196,134,243,38,260,16,207,5,164,0,0,0,0,0,0,0,0,0,0
36,562998,514,74,44,86,14,86,9,113,6,167,0,0,0,0,0,0,0,0,0,0
36,61,436571,8559,4083,6371,1319,8735,1091,14902,1084,33815,478,33406,308,45769,92,32217,43,30831,61,230525
36,611,436571,8559,4083,6371,1319,8735,1091,14902,1084,33815,478,33406,308,45769,92,32217,43,30831,61,230525
36,6111,103916,1708,222,450,167,1133,243,3517,482,15779,322,22668,206,30698,53,18138,10,6865,3,4668
36,61111,103916,1708,222,450,167,1133,243,3517,482,15779,322,22668,206,30698,53,18138,10,6865,3,4668
36,611110,103916,1708,222,450,167,1133,243,3517,482,15779,322,22668,206,30698,53,18138,10,6865,3,4668
36,6112,7998,50,5,11,5,30,10,130,7,214,7,556,9,1423,4,1445,0,0,0,0
36,61121,7998,50,5,11,5,30,10,130,7,214,7,556,9,1423,4,1445,0,0,0,0
36,611210,7998,50,5,11,5,30,10,130,7,214,7,556,9,1423,4,1445,0,0,0,0
36,6113,260289,288,30,56,18,119,29,401,48,1537,23,1688,33,4913,22,8460,29,21521,56,221594
36,61131,260289,288,30,56,18,119,29,401,48,1537,23,1688,33,4913,22,8460,29,21521,56,221594
36,611310,260289,288,30,56,18,119,29,401,48,1537,23,1688,33,4913,22,8460,29,21521,56,221594
36,6114,7210,549,372,534,64,436,45,600,43,1229,13,891,9,1369,0,0,0,0,0,0
36,61141,164,15,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,611410,164,15,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,61142,2342,106,63,83,12,76,15,194,13,401,0,0,0,0,0,0,0,0,0,0
36,611420,2342,106,63,83,12,76,15,194,13,401,0,0,0,0,0,0,0,0,0,0
36,61143,4704,428,301,440,50,344,28,380,28,772,10,712,9,1369,0,0,0,0,0,0
36,611430,4704,428,301,440,50,344,28,380,28,772,10,712,9,1369,0,0,0,0,0,0
36,6115,5278,425,189,342,96,625,68,942,60,1870,8,592,0,0,0,0,0,0,0,0
36,61151,5278,425,189,342,96,625,68,942,60,1870,8,592,0,0,0,0,0,0,0,0
36,611511,739,64,20,38,17,116,14,211,13,374,0,0,0,0,0,0,0,0,0,0
36,611512,181,22,14,27,4,22,0,0,4,132,0,0,0,0,0,0,0,0,0,0
36,611513,574,64,26,53,19,123,10,125,9,273,0,0,0,0,0,0,0,0,0,0
36,611519,3784,275,129,224,56,364,44,606,34,1091,8,592,0,0,0,0,0,0,0,0
36,6116,42783,4779,2754,4287,867,5696,640,8573,385,11292,88,5816,40,5492,5,1627,0,0,0,0
36,61161,13782,1432,764,1347,321,2101,211,2755,86,2434,31,2095,17,2487,0,0,0,0,0,0
36,611610,13782,1432,764,1347,321,2101,211,2755,86,2434,31,2095,17,2487,0,0,0,0,0,0
36,61162,10095,1397,887,1278,222,1487,159,2121,103,2961,19,1204,6,733,0,0,0,0,0,0
36,611620,10095,1397,887,1278,222,1487,159,2121,103,2961,19,1204,6,733,0,0,0,0,0,0
36,61163,2310,153,66,114,25,164,31,439,21,677,7,451,3,465,0,0,0,0,0,0
36,611630,2310,153,66,114,25,164,31,439,21,677,7,451,3,465,0,0,0,0,0,0
36,61169,16596,1797,1037,1548,299,1944,239,3258,175,5220,31,2066,14,1807,0,0,0,0,0,0
36,611691,10165,935,474,676,176,1159,143,1961,111,3346,21,1378,9,1156,0,0,0,0,0,0
36,611692,1240,268,199,335,39,244,14,196,16,465,0,0,0,0,0,0,0,0,0,0
36,611699,5191,594,364,537,84,541,82,1101,48,1409,10,688,5,651,0,0,0,0,0,0
36,6117,9097,760,511,691,102,696,56,739,59,1894,17,1195,9,1568,4,1259,0,0,0,0
36,61171,9097,760,511,691,102,696,56,739,59,1894,17,1195,9,1568,4,1259,0,0,0,0
36,611710,9097,760,511,691,102,696,56,739,59,1894,17,1195,9,1568,4,1259,0,0,0,0
36,62,1734587,59204,28491,51220,11731,78528,8949,120236,5984,180087,1747,121288,1333,207986,463,157681,267,183404,239,634157
36,621,631238,39551,21995,39632,8477,56124,4913,65084,2646,78718,710,49031,468,72997,165,58015,113,78600,64,133037
36,6211,149794,14953,8221,15322,3186,21228,2055,27430,1157,33925,207,14104,91,13935,17,5684,13,8741,6,9425
36,62111,149794,14953,8221,15322,3186,21228,2055,27430,1157,33925,207,14104,91,13935,17,5684,13,8741,6,9425
36,621111,147078,14133,7505,14339,3126,20860,2034,27148,1143,33485,200,13679,89,13717,17,5684,13,8741,6,9425
36,621112,2716,820,716,983,60,368,21,282,14,440,7,425,0,0,0,0,0,0,0,0
36,6212,55471,8669,4058,8781,2950,19578,1354,17238,279,7602,21,1211,6,733,0,0,0,0,0,0
36,62121,55471,8669,4058,8781,2950,19578,1354,17238,279,7602,21,1211,6,733,0,0,0,0,0,0
36,621210,55471,8669,4058,8781,2950,19578,1354,17238,279,7602,21,1211,6,733,0,0,0,0,0,0
36,6213,54314,10648,7920,12269,1658,10789,726,9613,246,7169,48,3387,37,5737,9,3129,4,2221,0,0
36,62131,5627,1986,1643,2996,278,1735,62,800,0,0,0,0,0,0,0,0,0,0,0,0
36,621310,5627,1986,1643,2996,278,1735,62,800,0,0,0,0,0,0,0,0,0,0,0,0
36,62132,4593,856,502,1021,241,1664,86,1118,25,684,0,0,0,0,0,0,0,0,0,0
36,621320,4593,856,502,1021,241,1664,86,1118,25,684,0,0,0,0,0,0,0,0,0,0
36,62133,7033,1767,1479,1724,144,914,79,1058,51,1500,8,654,4,603,0,0,0,0,0,0
36,621330,7033,1767,1479,1724,144,914,79,1058,51,1500,8,654,4,603,0,0,0,0,0,0
36,62134,28913,3509,2281,3307,622,4095,388,5222,142,4131,32,2254,33,5134,7,2549,4,2221,0,0
36,621340,28913,3509,2281,3307,622,4095,388,5222,142,4131,32,2254,33,5134,7,2549,4,2221,0,0
36,62139,8148,2530,2015,3221,373,2381,111,1415,26,813,5,318,0,0,0,0,0,0,0,0
36,621391,3524,965,703,1428,210,1310,45,568,6,171,0,0,0,0,0,0,0,0,0,0
36,621399,4624,1565,1312,1793,163,1071,66,847,20,642,4,271,0,0,0,0,0,0,0,0
36,6214,62098,2221,601,1254,335,2283,431,5942,565,17334,171,11709,96,14176,17,5614,4,2661,0,0
36,62141,2994,154,48,122,37,256,32,405,25,809,6,441,5,681,0,0,0,0,0,0
36,621410,2994,154,48,122,37,256,32,405,25,809,6,441,5,681,0,0,0,0,0,0
36,62142,17484,638,145,260,92,636,144,2049,173,5105,51,3637,28,3873,3,848,0,0,0,0
36,621420,17484,638,145,260,92,636,144,2049,173,5105,51,3637,28,3873,3,848,0,0,0,0
36,62149,41620,1429,408,872,206,1391,255,3488,367,11420,114,7631,63,9622,13,4486,0,0,0,0
36,621491,224,9,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,621492,7511,297,74,112,19,121,49,703,130,3906,24,1544,0,0,0,0,0,0,0,0
36,621493,6859,344,116,325,52,338,61,845,77,2337,34,2262,3,330,0,0,0,0,0,0
36,621498,27026,779,213,428,135,932,144,1927,159,5134,54,3664,60,9292,12,4064,0,0,0,0
36,6215,18149,1111,658,1172,155,985,118,1568,99,3102,50,3586,24,3568,3,1023,3,1747,0,0
36,62151,18149,1111,658,1172,155,985,118,1568,99,3102,50,3586,24,3568,3,1023,3,1747,0,0
36,621511,9268,583,385,748,94,584,39,546,31,986,17,1236,12,1835,0,0,0,0,0,0
36,621512,8881,528,273,424,61,401,79,1022,68,2116,33,2350,12,1733,0,0,0,0,0,0
36,6216,269819,1290,322,444,92,621,96,1419,172,5581,172,12192,187,30314,110,39525,84,59642,55,120081
36,62161,269819,1290,322,444,92,621,96,1419,172,5581,172,12192,187,30314,110,39525,84,59642,55,120081
36,621610,269819,1290,322,444,92,621,96,1419,172,5581,172,12192,187,30314,110,39525,84,59642,55,120081
36,6219,21593,659,215,390,101,640,133,1874,128,4005,41,2842,27,4534,8,2712,5,3588,0,0
36,62191,13592,371,79,125,40,274,99,1424,95,2966,32,2249,18,2957,6,2033,0,0,0,0
36,621910,13592,371,79,125,40,274,99,1424,95,2966,32,2249,18,2957,6,2033,0,0,0,0
36,62199,8001,288,136,265,61,366,34,450,33,1039,9,593,9,1577,0,0,4,3032,0,0
36,621991,3397,24,8,26,0,0,3,45,4,125,0,0,4,809,0,0,0,0,0,0
36,621999,4604,264,128,239,61,366,31,405,29,914,8,525,5,768,0,0,0,0,0,0
36,622,470796,281,9,14,5,43,8,121,8,263,10,829,21,4112,30,11400,64,45919,126,408095
36,6221,423589,227,8,13,5,43,7,109,7,233,6,503,16,3085,16,5724,46,32784,116,381095
36,62211,423589,227,8,13,5,43,7,109,7,233,6,503,16,3085,16,5724,46,32784,116,381095
36,622110,423589,227,8,13,5,43,7,109,7,233,6,503,16,3085,16,5724,46,32784,116,381095
36,6222,25301,42,0,0,0,0,0,0,0,0,0,0,5,1027,13,5353,13,9532,6,9175
36,62221,25301,42,0,0,0,0,0,0,0,0,0,0,5,1027,13,5353,13,9532,6,9175
36,622210,25301,42,0,0,0,0,0,0,0,0,0,0,5,1027,13,5353,13,9532,6,9175
36,6223,21906,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3603,4,17825
36,62231,21906,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3603,4,17825
36,622310,21906,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3603,4,17825
36,623,254597,5987,830,1569,1216,8642,1801,24194,1137,33403,330,23478,453,72737,171,55104,41,26341,8,9129
36,6231,125175,733,73,93,27,183,18,250,55,1756,86,6580,311,52168,130,41545,30,19279,3,3321
36,62311,125175,733,73,93,27,183,18,250,55,1756,86,6580,311,52168,130,41545,30,19279,3,3321
36,623110,125175,733,73,93,27,183,18,250,55,1756,86,6580,311,52168,130,41545,30,19279,3,3321
