fipstate,naics,emp,est,n<5,e<5,n5_9,e5_9,n10_19,e10_19,n20_49,e20_49,n50_99,e50_99,n100_249,e100_249,n250_499,e250_499,n500_999,e500_999,n1000,e1000
12,524130,757,55,39,56,6,46,3,43,5,182,0,0,0,0,0,0,0,0,0,0
12,5242,85309,11421,8267,13074,1764,11466,792,10495,374,10951,120,8206,69,10466,28,9502,4,2707,3,8442
12,52421,53878,9545,6915,11292,1571,10211,647,8633,280,8240,80,5506,40,5838,11,3343,0,0,0,0
12,524210,53878,9545,6915,11292,1571,10211,647,8633,280,8240,80,5506,40,5838,11,3343,0,0,0,0
12,52429,31431,1876,1352,1782,193,1255,145,1862,94,2711,40,2700,29,4628,17,6159,3,1892,3,8442
12,524291,4647,850,729,849,54,362,24,317,26,801,10,697,4,526,3,1095,0,0,0,0
12,524292,23684,592,260,432,108,686,101,1294,55,1525,27,1797,23,3859,14,5064,0,0,3,8442
12,524298,3100,434,363,501,31,207,20,251,13,385,3,206,0,0,0,0,0,0,0,0
12,525,351,144,125,144,12,67,4,54,0,0,0,0,0,0,0,0,0,0,0,0
12,5259,351,144,125,144,12,67,4,54,0,0,0,0,0,0,0,0,0,0,0,0
12,52591,75,37,32,49,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,525910,75,37,32,49,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,52599,276,107,93,95,7,41,4,54,0,0,0,0,0,0,0,0,0,0,0,0
12,525990,276,107,93,95,7,41,4,54,0,0,0,0,0,0,0,0,0,0,0,0
12,53,184964,39728,32429,42152,4108,26361,1848,24222,936,27283,216,14212,134,20291,41,14091,10,6737,6,9615
12,531,142752,35467,30250,38312,3115,19981,1237,16130,584,17060,128,8672,106,16436,33,11339,8,5207,6,9615
12,5311,42181,9365,7296,11311,1348,8729,468,6010,171,5081,47,3173,28,3820,4,1423,0,0,0,0
12,53111,21090,4232,3055,4438,799,5196,261,3325,73,2196,23,1689,17,2500,0,0,0,0,0,0
12,531110,21090,4232,3055,4438,799,5196,261,3325,73,2196,23,1689,17,2500,0,0,0,0,0,0
12,53112,12618,2833,2345,3359,277,1782,123,1588,65,1943,13,846,7,789,0,0,0,0,0,0
12,531120,12618,2833,2345,3359,277,1782,123,1588,65,1943,13,846,7,789,0,0,0,0,0,0
12,53113,3778,1355,1257,2284,67,402,18,214,4,105,6,353,3,420,0,0,0,0,0,0
12,531130,3778,1355,1257,2284,67,402,18,214,4,105,6,353,3,420,0,0,0,0,0,0
12,53119,4695,945,639,1230,205,1349,66,883,29,837,5,285,0,0,0,0,0,0,0,0
12,531190,4695,945,639,1230,205,1349,66,883,29,837,5,285,0,0,0,0,0,0,0,0
12,5312,37971,16697,15666,16606,637,4005,219,2892,122,3786,17,1163,21,3332,13,4492,0,0,0,0
12,53121,37971,16697,15666,16606,637,4005,219,2892,122,3786,17,1163,21,3332,13,4492,0,0,0,0
12,531210,37971,16697,15666,16606,637,4005,219,2892,122,3786,17,1163,21,3332,13,4492,0,0,0,0
12,5313,62600,9405,7288,10395,1130,7247,550,7228,291,8193,64,4336,57,9284,16,5424,4,2442,5,8051
12,53131,55606,6031,4151,6641,986,6345,483,6372,275,7733,57,3850,54,8748,16,5424,4,2442,5,8051
12,531311,42070,4500,3032,4938,799,5144,366,4779,206,5829,37,2488,41,6788,12,3978,3,1859,4,6267
12,531312,13536,1531,1119,1703,187,1201,117,1593,69,1904,20,1362,13,1960,4,1446,0,0,0,0
12,53132,2505,1208,1132,1485,47,290,25,345,0,0,0,0,0,0,0,0,0,0,0,0
12,531320,2505,1208,1132,1485,47,290,25,345,0,0,0,0,0,0,0,0,0,0,0,0
12,53139,4489,2166,2005,2269,97,612,42,511,14,417,7,486,0,0,0,0,0,0,0,0
12,531390,4489,2166,2005,2269,97,612,42,511,14,417,7,486,0,0,0,0,0,0,0,0
12,532,40020,4076,2061,3667,968,6214,589,7815,341,9895,84,5298,24,3344,7,2257,0,0,0,0
12,5321,16876,1388,603,1075,340,2189,247,3211,148,4341,33,2016,11,1486,5,1700,0,0,0,0
12,53211,12504,1012,444,774,273,1722,176,2145,76,2237,26,1582,11,1486,5,1700,0,0,0,0
12,532111,12201,969,419,729,266,1677,169,2056,73,2160,25,1535,11,1486,5,1700,0,0,0,0
12,532112,303,43,25,45,7,45,7,89,3,77,0,0,0,0,0,0,0,0,0,0
12,53212,4372,376,159,301,67,467,71,1066,72,2104,7,434,0,0,0,0,0,0,0,0
12,532120,4372,376,159,301,67,467,71,1066,72,2104,7,434,0,0,0,0,0,0,0,0
12,5322,9872,1495,876,1546,399,2536,142,1898,54,1677,17,1090,6,863,0,0,0,0,0,0
12,53221,1933,380,186,346,178,1124,12,149,0,0,0,0,0,0,0,0,0,0,0,0
12,532210,1933,380,186,346,178,1124,12,149,0,0,0,0,0,0,0,0,0,0,0,0
12,53228,7939,1115,690,1200,221,1412,130,1749,52,1596,16,1035,5,685,0,0,0,0,0,0
12,532281,136,32,23,48,5,29,4,59,0,0,0,0,0,0,0,0,0,0,0,0
12,532282,96,41,34,47,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,532283,1906,146,47,104,43,286,34,466,18,531,0,0,0,0,0,0,0,0,0,0
12,532284,2196,435,305,494,74,491,40,530,11,345,5,336,0,0,0,0,0,0,0,0
12,532289,3605,461,281,507,94,577,50,674,23,720,9,594,4,533,0,0,0,0,0,0
12,5323,911,136,74,123,32,222,25,344,4,130,0,0,0,0,0,0,0,0,0,0
12,53231,911,136,74,123,32,222,25,344,4,130,0,0,0,0,0,0,0,0,0,0
12,532310,911,136,74,123,32,222,25,344,4,130,0,0,0,0,0,0,0,0,0,0
12,5324,12361,1057,508,923,197,1267,175,2362,135,3747,33,2100,7,995,0,0,0,0,0,0
12,53241,3258,298,135,237,49,321,64,810,41,1099,7,511,0,0,0,0,0,0,0,0
12,532411,329,84,64,99,10,67,8,104,0,0,0,0,0,0,0,0,0,0,0,0
12,532412,2929,214,71,138,39,254,56,706,39,1040,7,511,0,0,0,0,0,0,0,0
12,53242,547,58,33,49,3,27,13,179,9,292,0,0,0,0,0,0,0,0,0,0
12,532420,547,58,33,49,3,27,13,179,9,292,0,0,0,0,0,0,0,0,0,0
12,53249,8556,701,340,637,145,919,98,1373,85,2356,26,1589,5,715,0,0,0,0,0,0
12,532490,8556,701,340,637,145,919,98,1373,85,2356,26,1589,5,715,0,0,0,0,0,0
12,533,2192,185,118,173,25,166,22,277,11,328,4,242,4,511,0,0,0,0,0,0
12,5331,2192,185,118,173,25,166,22,277,11,328,4,242,4,511,0,0,0,0,0,0
12,53311,2192,185,118,173,25,166,22,277,11,328,4,242,4,511,0,0,0,0,0,0
12,533110,2192,185,118,173,25,166,22,277,11,328,4,242,4,511,0,0,0,0,0,0
12,54,535691,81723,63763,87570,8786,57699,4804,64153,2926,88473,826,56459,435,64585,122,42322,35,23183,26,51247
12,541,535691,81723,63763,87570,8786,57699,4804,64153,2926,88473,826,56459,435,64585,122,42322,35,23183,26,51247
12,5411,94924,18631,14192,22092,2500,16040,1105,14361,615,18489,146,10040,59,8790,13,4282,0,0,0,0
12,54111,86074,16894,12866,19847,2238,14356,1018,13295,569,17154,138,9520,55,8278,9,2794,0,0,0,0
12,541110,86074,16894,12866,19847,2238,14356,1018,13295,569,17154,138,9520,55,8278,9,2794,0,0,0,0
12,54119,8850,1737,1326,2245,262,1684,87,1066,46,1335,8,520,4,512,4,1488,0,0,0,0
12,541191,6041,1009,687,1369,211,1367,66,789,35,1044,6,387,0,0,0,0,0,0,0,0
12,541199,2809,728,639,876,51,317,21,277,11,291,0,0,0,0,0,0,0,0,0,0
12,5412,71850,11711,9136,13535,1474,9882,614,8199,295,8760,104,7152,59,9071,21,7416,4,2435,4,5400
12,54121,71850,11711,9136,13535,1474,9882,614,8199,295,8760,104,7152,59,9071,21,7416,4,2435,4,5400
12,541211,26986,4504,3400,5228,646,4211,258,3339,129,3911,37,2535,27,3933,5,1612,0,0,0,0
12,541213,10197,2334,1712,2575,375,2738,183,2507,55,1573,7,477,0,0,0,0,0,0,0,0
12,541214,17160,512,284,464,63,408,36,492,56,1769,37,2497,21,3277,10,3720,3,1922,0,0
12,541219,17507,4361,3740,5268,390,2525,137,1861,55,1507,23,1643,9,1534,6,2084,0,0,0,0
12,5413,86577,9075,5975,9200,1312,8762,844,11355,649,19700,182,12459,89,12461,18,6581,5,3537,0,0
12,54131,8411,1545,1098,1807,251,1664,116,1515,60,1785,17,1117,0,0,0,0,0,0,0,0
12,541310,8411,1545,1098,1807,251,1664,116,1515,60,1785,17,1117,0,0,0,0,0,0,0,0
12,54132,2122,529,414,618,60,378,36,480,17,485,0,0,0,0,0,0,0,0,0,0
12,541320,2122,529,414,618,60,378,36,480,17,485,0,0,0,0,0,0,0,0,0,0
12,54133,63406,4729,2841,4296,685,4639,495,6782,459,14006,150,10359,76,10927,17,6338,5,3537,0,0
12,541330,63406,4729,2841,4296,685,4639,495,6782,459,14006,150,10359,76,10927,17,6338,5,3537,0,0
12,54134,899,331,289,385,25,161,10,119,6,158,0,0,0,0,0,0,0,0,0,0
12,541340,899,331,289,385,25,161,10,119,6,158,0,0,0,0,0,0,0,0,0,0
12,54135,1794,864,790,1053,51,336,18,237,5,168,0,0,0,0,0,0,0,0,0,0
12,541350,1794,864,790,1053,51,336,18,237,5,168,0,0,0,0,0,0,0,0,0,0
12,54136,406,48,30,54,9,57,4,62,4,104,0,0,0,0,0,0,0,0,0,0
12,541360,406,48,30,54,9,57,4,62,4,104,0,0,0,0,0,0,0,0,0,0
12,54137,5266,667,343,674,156,1046,112,1446,46,1394,8,499,0,0,0,0,0,0,0,0
12,541370,5266,667,343,674,156,1046,112,1446,46,1394,8,499,0,0,0,0,0,0,0,0
12,54138,4273,362,170,313,75,481,53,714,52,1600,5,341,7,824,0,0,0,0,0,0
12,541380,4273,362,170,313,75,481,53,714,52,1600,5,341,7,824,0,0,0,0,0,0
12,5414,8885,3180,2790,3723,241,1567,104,1359,38,1196,4,260,0,0,0,0,0,0,0,0
12,54141,4567,1656,1421,1949,146,938,65,842,22,713,0,0,0,0,0,0,0,0,0,0
12,541410,4567,1656,1421,1949,146,938,65,842,22,713,0,0,0,0,0,0,0,0,0,0
12,54142,250,110,99,115,4,27,6,88,0,0,0,0,0,0,0,0,0,0,0,0
12,541420,250,110,99,115,4,27,6,88,0,0,0,0,0,0,0,0,0,0,0,0
12,54143,2893,1185,1061,1386,81,539,30,394,10,317,0,0,0,0,0,0,0,0,0,0
12,541430,2893,1185,1061,1386,81,539,30,394,10,317,0,0,0,0,0,0,0,0,0,0
12,54149,1175,229,209,273,10,63,3,35,5,146,0,0,0,0,0,0,0,0,0,0
12,541490,1175,229,209,273,10,63,3,35,5,146,0,0,0,0,0,0,0,0,0,0
12,5415,93197,9021,7197,9800,779,5136,410,5576,366,11294,147,10317,65,10132,32,10458,16,10216,9,20268
12,54151,93197,9021,7197,9800,779,5136,410,5576,366,11294,147,10317,65,10132,32,10458,16,10216,9,20268
12,541511,34703,4031,3207,4372,362,2406,175,2370,172,5162,75,5343,22,3466,11,3641,4,2731,3,5212
12,541512,42507,3643,2903,3947,301,1989,181,2452,146,4653,56,3812,27,4231,16,5277,8,4669,5,11477
12,541513,8081,427,302,477,56,362,27,373,20,640,8,632,12,1733,0,0,0,0,0,0
12,541519,7906,920,785,1004,60,379,27,381,28,839,8,530,4,702,4,1255,4,2816,0,0
12,5416,90120,19708,17362,19820,1146,7403,579,7621,404,12302,100,6664,84,12612,22,8025,4,2917,7,12756
12,54161,79395,17176,15206,17127,973,6257,483,6336,327,9930,83,5543,72,10796,21,7733,4,2917,7,12756
12,541611,36475,8439,7479,8327,461,2958,229,3017,169,5070,54,3647,34,5056,8,2962,3,2070,0,0
12,541612,13711,651,526,598,52,339,25,343,23,738,4,234,9,1520,7,2463,0,0,4,6629
12,541613,19101,4999,4431,4927,275,1752,159,2061,96,2969,17,1165,16,2114,4,1354,0,0,0,0
12,541614,5046,765,620,796,71,458,37,468,19,578,6,375,11,1854,0,0,0,0,0,0
12,541618,5062,2322,2150,2479,114,750,33,447,20,575,0,0,0,0,0,0,0,0,0,0
12,54162,4671,645,456,681,79,531,53,688,42,1355,9,590,6,826,0,0,0,0,0,0
12,541620,4671,645,456,681,79,531,53,688,42,1355,9,590,6,826,0,0,0,0,0,0
12,54169,6054,1887,1700,2012,94,615,43,597,35,1017,8,531,6,990,0,0,0,0,0,0
12,541690,6054,1887,1700,2012,94,615,43,597,35,1017,8,531,6,990,0,0,0,0,0,0
12,5417,17368,946,570,830,136,864,108,1532,69,2038,27,1835,26,3792,7,2336,0,0,0,0
12,54171,16642,833,490,736,123,790,98,1376,61,1807,26,1785,25,3671,7,2336,0,0,0,0
12,541713,2015,90,46,69,16,92,12,173,6,212,6,416,0,0,0,0,0,0,0,0
12,541714,1800,150,96,128,23,142,13,181,10,353,5,302,0,0,0,0,0,0,0,0
12,541715,12827,593,348,539,84,556,73,1022,45,1242,15,1067,21,3113,4,1147,0,0,0,0
12,54172,726,113,80,94,13,74,10,156,8,231,0,0,0,0,0,0,0,0,0,0
12,541720,726,113,80,94,13,74,10,156,8,231,0,0,0,0,0,0,0,0,0,0
12,5418,24792,2989,2240,3163,334,2197,188,2522,157,4861,41,2804,22,3289,4,1529,0,0,0,0
12,54181,10656,1083,814,1162,115,746,77,1061,52,1523,13,902,9,1241,0,0,0,0,0,0
12,541810,10656,1083,814,1162,115,746,77,1061,52,1523,13,902,9,1241,0,0,0,0,0,0
12,54182,2118,567,459,619,60,415,26,354,19,518,3,212,0,0,0,0,0,0,0,0
12,541820,2118,567,459,619,60,415,26,354,19,518,3,212,0,0,0,0,0,0,0,0
12,54183,543,81,61,80,6,39,5,56,7,214,0,0,0,0,0,0,0,0,0,0
12,541830,543,81,61,80,6,39,5,56,7,214,0,0,0,0,0,0,0,0,0,0
12,54184,769,156,130,167,14,86,3,32,6,165,0,0,0,0,0,0,0,0,0,0
12,541840,769,156,130,167,14,86,3,32,6,165,0,0,0,0,0,0,0,0,0,0
12,54185,1704,216,135,193,37,245,23,296,16,459,3,194,0,0,0,0,0,0,0,0
12,541850,1704,216,135,193,37,245,23,296,16,459,3,194,0,0,0,0,0,0,0,0
12,54186,2468,188,110,172,33,217,18,228,13,463,9,608,5,780,0,0,0,0,0,0
12,541860,2468,188,110,172,33,217,18,228,13,463,9,608,5,780,0,0,0,0,0,0
12,54187,1133,98,77,102,7,52,6,79,3,74,0,0,0,0,0,0,0,0,0,0
12,541870,1133,98,77,102,7,52,6,79,3,74,0,0,0,0,0,0,0,0,0,0
12,54189,5401,600,454,668,62,397,30,416,41,1445,7,440,3,422,0,0,0,0,0,0
12,541890,5401,600,454,668,62,397,30,416,41,1445,7,440,3,422,0,0,0,0,0,0
12,5419,47978,6462,4301,5407,864,5848,852,11628,333,9833,75,4928,29,4133,5,1695,0,0,0,0
12,54191,6590,308,227,296,26,171,29,395,11,312,7,471,5,722,0,0,0,0,0,0
12,541910,6590,308,227,296,26,171,29,395,11,312,7,471,5,722,0,0,0,0,0,0
12,54192,4183,1223,1044,1315,110,758,47,654,12,375,6,434,3,385,0,0,0,0,0,0
12,541921,3364,841,685,889,97,673,40,567,11,348,5,340,0,0,0,0,0,0,0,0
12,541922,819,382,359,426,13,85,7,87,0,0,0,0,0,0,0,0,0,0,0,0
12,54193,2204,270,232,278,20,132,8,104,5,170,0,0,3,462,0,0,0,0,0,0
12,541930,2204,270,232,278,20,132,8,104,5,170,0,0,3,462,0,0,0,0,0,0
12,54194,26768,2414,818,1311,577,3956,691,9517,271,7965,51,3177,6,842,0,0,0,0,0,0
12,541940,26768,2414,818,1311,577,3956,691,9517,271,7965,51,3177,6,842,0,0,0,0,0,0
12,54199,8233,2247,1980,2207,131,831,77,958,34,1011,11,846,12,1722,0,0,0,0,0,0
12,541990,8233,2247,1980,2207,131,831,77,958,34,1011,11,846,12,1722,0,0,0,0,0,0
12,55,158759,2830,1153,1879,400,2660,352,4861,384,12224,240,16307,160,24423,84,29282,34,22151,23,44972
12,551,158759,2830,1153,1879,400,2660,352,4861,384,12224,240,16307,160,24423,84,29282,34,22151,23,44972
12,5511,158759,2830,1153,1879,400,2660,352,4861,384,12224,240,16307,160,24423,84,29282,34,22151,23,44972
12,55111,158759,2830,1153,1879,400,2660,352,4861,384,12224,240,16307,160,24423,84,29282,34,22151,23,44972
12,551111,205,11,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,551112,5613,489,341,422,62,396,34,490,27,775,15,1152,7,979,0,0,0,0,0,0
12,551114,152941,2330,808,1449,336,2251,316,4342,356,11431,223,15018,153,23444,82,28391,33,21643,23,44972
12,56,1955437,38331,26042,39760,4570,30081,2946,40148,2397,73956,1031,72194,707,109534,294,99956,152,104303,192,1385505
12,561,1930622,36924,25326,38523,4329,28454,2775,37745,2238,69135,961,67183,663,102514,289,98168,151,103395,192,1385505
12,5611,38616,2989,2059,2947,322,2086,256,3473,202,6120,86,5881,40,6300,19,6557,3,1964,0,0
12,56111,38616,2989,2059,2947,322,2086,256,3473,202,6120,86,5881,40,6300,19,6557,3,1964,0,0
12,561110,38616,2989,2059,2947,322,2086,256,3473,202,6120,86,5881,40,6300,19,6557,3,1964,0,0
12,5612,18842,432,226,432,67,455,34,509,48,1518,23,1511,22,3664,9,3333,0,0,0,0
12,56121,18842,432,226,432,67,455,34,509,48,1518,23,1511,22,3664,9,3333,0,0,0,0
12,561210,18842,432,226,432,67,455,34,509,48,1518,23,1511,22,3664,9,3333,0,0,0,0
12,5613,1511987,3589,1650,2262,267,1731,238,3191,406,13411,358,25051,288,45118,141,47194,89,61818,152,1312211
12,56131,12626,954,718,895,93,585,56,740,42,1312,19,1283,13,2351,10,3662,3,1798,0,0
12,561311,10473,475,327,465,53,332,33,461,26,877,11,723,12,2155,10,3662,3,1798,0,0
12,561312,2153,479,391,430,40,253,23,279,16,435,8,560,0,0,0,0,0,0,0,0
12,56132,171051,2087,785,1189,149,973,149,2015,327,10807,298,20938,227,34909,96,31107,33,21448,23,47665
12,561320,171051,2087,785,1189,149,973,149,2015,327,10807,298,20938,227,34909,96,31107,33,21448,23,47665
12,56133,1328310,548,147,178,25,173,33,436,37,1292,41,2830,48,7858,35,12425,53,38572,129,1264546
12,561330,1328310,548,147,178,25,173,33,436,37,1292,41,2830,48,7858,35,12425,53,38572,129,1264546
12,5614,77905,3200,2232,3361,405,2607,201,2738,154,4591,79,5641,57,9032,32,11075,23,15120,17,23740
12,56141,3735,347,281,376,26,170,14,198,12,416,5,402,6,1173,3,1000,0,0,0,0
12,561410,3735,347,281,376,26,170,14,198,12,416,5,402,6,1173,3,1000,0,0,0,0
12,56142,53874,532,222,312,46,315,56,804,73,2270,41,2767,37,5996,23,8164,18,11180,16,22066
12,561421,4619,112,50,67,13,101,15,217,17,483,7,451,5,868,0,0,4,2169,0,0
12,561422,49255,420,172,245,33,214,41,587,56,1787,34,2316,32,5128,22,7901,14,9011,16,22066
12,56143,4669,849,556,1136,230,1424,55,700,4,100,0,0,0,0,0,0,0,0,0,0
12,561431,1845,466,330,654,122,738,13,156,0,0,0,0,0,0,0,0,0,0,0,0
12,561439,2824,383,226,482,108,686,42,544,4,100,0,0,0,0,0,0,0,0,0,0
12,56144,10748,253,112,161,34,247,36,491,32,892,21,1603,9,1218,4,1307,4,3155,0,0
12,561440,10748,253,112,161,34,247,36,491,32,892,21,1603,9,1218,4,1307,4,3155,0,0
12,56145,637,40,28,49,0,0,3,41,5,150,0,0,0,0,0,0,0,0,0,0
12,561450,637,40,28,49,0,0,3,41,5,150,0,0,0,0,0,0,0,0,0,0
12,56149,4242,1179,1033,1327,67,438,37,504,28,763,10,717,4,493,0,0,0,0,0,0
12,561491,321,72,49,91,16,110,4,58,3,62,0,0,0,0,0,0,0,0,0,0
12,561492,1428,562,529,623,13,90,7,104,8,209,4,302,0,0,0,0,0,0,0,0
12,561499,2493,545,455,613,38,238,26,342,17,492,6,415,3,393,0,0,0,0,0,0
12,5615,25211,1900,1385,1952,222,1468,143,1955,91,2789,22,1597,20,2752,9,3242,6,3992,0,0
12,56151,10249,1218,967,1291,136,874,60,784,33,1023,5,417,11,1514,3,1033,0,0,0,0
12,561510,10249,1218,967,1291,136,874,60,784,33,1023,5,417,11,1514,3,1033,0,0,0,0
12,56152,6267,354,246,398,49,321,34,454,14,437,6,429,3,419,0,0,0,0,0,0
12,561520,6267,354,246,398,49,321,34,454,14,437,6,429,3,419,0,0,0,0,0,0
12,56159,8695,328,172,263,37,273,49,717,44,1329,11,751,6,819,5,1801,4,2742,0,0
12,561591,939,35,12,19,4,26,8,105,6,149,4,279,0,0,0,0,0,0,0,0
12,561599,7756,293,160,244,33,247,41,612,38,1180,7,472,6,819,4,1440,4,2742,0,0
12,5616,75697,2485,1501,2297,288,1963,218,3029,229,7436,104,7535,82,13046,35,11309,17,11889,11,17193
12,56161,63518,1389,765,1076,134,929,114,1573,164,5455,85,6286,69,10974,33,10770,15,10562,10,15893
12,561611,2649,494,425,586,36,226,11,151,13,386,4,270,3,441,0,0,0,0,0,0
12,561612,58593,849,335,479,97,698,95,1321,136,4616,73,5466,57,9377,31,10181,15,10562,10,15893
12,561613,2276,46,5,11,0,0,8,101,15,453,8,550,9,1156,0,0,0,0,0,0
12,56162,12179,1096,736,1221,154,1034,104,1456,65,1981,19,1249,13,2072,0,0,0,0,0,0
12,561621,10431,645,367,636,106,732,78,1113,58,1724,19,1249,12,1811,0,0,0,0,0,0
12,561622,1748,451,369,585,48,302,26,343,7,257,0,0,0,0,0,0,0,0,0,0
12,5617,163023,20946,15293,23854,2603,17105,1590,21544,1027,30795,250,17214,132,19270,37,13027,9,5679,5,14535
12,56171,15459,2114,1334,2534,314,2098,268,3702,177,4956,16,1014,4,576,0,0,0,0,0,0
12,561710,15459,2114,1334,2534,314,2098,268,3702,177,4956,16,1014,4,576,0,0,0,0,0,0
12,56172,64060,5890,4362,6273,660,4333,401,5548,303,9162,84,5978,49,7312,21,7778,5,3141,5,14535
12,561720,64060,5890,4362,6273,660,4333,401,5548,303,9162,84,5978,49,7312,21,7778,5,3141,5,14535
12,56173,70048,9659,6951,11023,1276,8367,744,9958,462,14272,136,9286,71,9934,16,5249,3,1959,0,0
12,561730,70048,9659,6951,11023,1276,8367,744,9958,462,14272,136,9286,71,9934,16,5249,3,1959,0,0
12,56174,3056,665,519,823,76,491,42,543,23,646,4,310,0,0,0,0,0,0,0,0
12,561740,3056,665,519,823,76,491,42,543,23,646,4,310,0,0,0,0,0,0,0,0
12,56179,10400,2618,2127,3201,277,1816,135,1793,62,1759,10,626,7,1205,0,0,0,0,0,0
12,561790,10400,2618,2127,3201,277,1816,135,1793,62,1759,10,626,7,1205,0,0,0,0,0,0
12,5619,19341,1383,980,1418,155,1039,95,1306,81,2475,39,2753,22,3332,7,2431,0,0,0,0
12,56191,1609,132,79,112,25,164,11,153,11,322,4,267,0,0,0,0,0,0,0,0
12,561910,1609,132,79,112,25,164,11,153,11,322,4,267,0,0,0,0,0,0,0,0
12,56192,7832,496,381,507,47,307,23,328,29,950,6,358,4,606,3,1095,0,0,0,0
12,561920,7832,496,381,507,47,307,23,328,29,950,6,358,4,606,3,1095,0,0,0,0
12,56199,9900,755,520,799,83,568,61,825,41,1203,29,2128,17,2593,3,878,0,0,0,0
12,561990,9900,755,520,799,83,568,61,825,41,1203,29,2128,17,2593,3,878,0,0,0,0
12,562,24815,1407,716,1237,241,1627,171,2403,159,4821,70,5011,44,7020,5,1788,0,0,0,0
12,5621,15678,599,284,516,95,638,63,876,71,2240,45,3217,35,5495,5,1788,0,0,0,0
12,56211,15678,599,284,516,95,638,63,876,71,2240,45,3217,35,5495,5,1788,0,0,0,0
12,562111,14902,490,209,388,76,521,55,773,67,2125,43,3089,34,5310,5,1788,0,0,0,0
12,562112,397,22,10,17,3,21,6,77,0,0,0,0,0,0,0,0,0,0,0,0
12,562119,379,87,65,111,16,96,0,0,3,92,0,0,0,0,0,0,0,0,0,0
12,5622,2559,137,63,110,25,180,17,231,22,676,5,406,5,956,0,0,0,0,0,0
12,56221,2559,137,63,110,25,180,17,231,22,676,5,406,5,956,0,0,0,0,0,0
12,562211,1193,39,17,31,7,52,4,54,5,149,0,0,4,761,0,0,0,0,0,0
12,562212,696,64,28,67,14,100,11,156,10,291,0,0,0,0,0,0,0,0,0,0
12,562213,503,9,0,0,0,0,0,0,3,115,0,0,0,0,0,0,0,0,0,0
12,562219,167,25,17,11,0,0,0,0,4,121,0,0,0,0,0,0,0,0,0,0
12,5629,6578,671,369,611,121,809,91,1296,66,1905,20,1388,4,569,0,0,0,0,0,0
12,56291,2906,306,175,267,51,343,43,621,27,765,7,467,3,443,0,0,0,0,0,0
12,562910,2906,306,175,267,51,343,43,621,27,765,7,467,3,443,0,0,0,0,0,0
12,56292,1236,50,16,26,6,38,5,66,14,406,8,574,0,0,0,0,0,0,0,0
12,562920,1236,50,16,26,6,38,5,66,14,406,8,574,0,0,0,0,0,0,0,0
12,56299,2436,315,178,318,64,428,43,609,25,734,5,347,0,0,0,0,0,0,0,0
12,562991,1641,218,126,224,43,287,30,414,16,475,3,241,0,0,0,0,0,0,0,0
12,562998,795,97,52,94,21,141,13,195,9,259,0,0,0,0,0,0,0,0,0,0
12,61,178844,7433,4094,5922,1039,7038,896,12372,795,24655,361,25293,178,26215,33,11990,20,15066,17,50293
12,611,178844,7433,4094,5922,1039,7038,896,12372,795,24655,361,25293,178,26215,33,11990,20,15066,17,50293
12,6111,67848,1547,237,397,192,1369,287,4029,430,13858,259,18139,121,17747,16,5577,4,3075,0,0
12,61111,67848,1547,237,397,192,1369,287,4029,430,13858,259,18139,121,17747,16,5577,4,3075,0,0
12,611110,67848,1547,237,397,192,1369,287,4029,430,13858,259,18139,121,17747,16,5577,4,3075,0,0
12,6112,4358,68,4,7,8,53,4,63,15,525,26,1827,9,1129,0,0,0,0,0,0
12,61121,4358,68,4,7,8,53,4,63,15,525,26,1827,9,1129,0,0,0,0,0,0
12,611210,4358,68,4,7,8,53,4,63,15,525,26,1827,9,1129,0,0,0,0,0,0
12,6113,64363,264,70,149,32,216,47,689,41,1374,22,1583,16,2587,9,3418,11,7711,16,46636
12,61131,64363,264,70,149,32,216,47,689,41,1374,22,1583,16,2587,9,3418,11,7711,16,46636
12,611310,64363,264,70,149,32,216,47,689,41,1374,22,1583,16,2587,9,3418,11,7711,16,46636
12,6114,6295,674,520,712,71,463,30,416,33,1057,7,548,8,1030,4,1408,0,0,0,0
12,61141,7,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,611410,7,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,61142,2430,144,109,137,14,84,5,79,6,171,5,414,0,0,0,0,0,0,0,0
12,611420,2430,144,109,137,14,84,5,79,6,171,5,414,0,0,0,0,0,0,0,0
12,61143,3858,524,405,568,57,379,25,337,27,886,0,0,6,785,0,0,0,0,0,0
12,611430,3858,524,405,568,57,379,25,337,27,886,0,0,6,785,0,0,0,0,0,0
12,6115,10188,678,364,542,107,728,99,1396,79,2253,14,1015,12,1894,0,0,0,0,0,0
12,61151,10188,678,364,542,107,728,99,1396,79,2253,14,1015,12,1894,0,0,0,0,0,0
12,611511,1205,97,29,45,17,123,25,324,26,713,0,0,0,0,0,0,0,0,0,0
12,611512,3203,164,101,152,15,98,17,228,14,402,8,595,8,1233,0,0,0,0,0,0
12,611513,489,56,26,42,12,72,13,180,4,105,0,0,0,0,0,0,0,0,0,0
12,611519,5291,361,208,303,63,435,44,664,35,1033,5,330,4,661,0,0,0,0,0,0
